A0109386, GREENHILL SCHOOL, Private, (972) 628-5400, PK, 12, 75001
482034002052, WEBB MIDDLE, Public, (972) 675-3080, 6, 8, 75040
02060567, FIREWHEEL CHRISTIAN ACADEMY, Private, (972) 495-0851, PK, 8, 75040
01327921, GARLAND CHRISTIAN ACADEMY, Private, (972) 487-0043, PK, 12, 75040
01324217, GOOD SHEPHERD CATHOLIC SCHOOL, Private, (972) 272-6533, PK, 8, 75040
A0303102, MOUNT HEBRON CHRISTIAN ACADEMY, Private, (972) 272-8095, PK, 5, 75040
482034002014, CALDWELL EL, Public, (972) 926-2500, KG, 5, 75041
482034002015, CENTERVILLE EL, Public, (972) 926-2510, KG, 5, 75041
482034010590, CISNEROS PRE-K CTR, Public, (972) 271-7160, PK,PK,75041
482034002020, DAUGHERTY EL, Public, (972) 926-2530, PK, 5, 75041
482034000518, GISD ALTERNATIVE SCHOOL, Public, (972) 926-2690, 3, 12, 75041
482034005726, GISD EVENING SCH, Public, (972) 926-2650, 9, 12, 75041
482034002029, HILLSIDE ACAD FOR EXCEL, Public, (972) 926-2550, PK, 5, 75041
482034008520, INFANT CENTER, Public, (972) 926-2677, N ,N ,75041
482034002034, MEMORIAL PATHWAY ACADEMY, Public, (972) 926-2650, 8,8,75041
482034008521, P I P, Public, (972) 926-2671, PK,PK,75041
482034002039, PARK CREST EL, Public, (972) 926-2571, PK, 5, 75041
482034002040, ROACH EL, Public, (972) 926-2580, PK, 5, 75041
482034002030, SAM HOUSTON MIDDLE, Public, (972) 926-2640, 6, 8, 75041
482034002045, SOUTHGATE EL, Public, (972) 926-2590, PK, 5, 75041
482034005728, SPRING CREEK EL, Public, (972) 675-3060, PK, 5, 75041
482034002050, WATSON TECHNOLOGY CENTER, Public, (972) 926-2600, PK, 5, 75041
01328878, MILLER RD BAPTIST ACADEMY/ABC CHRISTIAN PRESCHOOL, Private, (972) 278-2146, PK, 3, 75041
482034002009, BEAVER TECHNOLOGY CENTER, Public, (972) 494-8301, KG, 5, 75042
482034002010, BRADFIELD EL, Public, (972) 494-8303, PK, 5, 75042
482034002012, BULLOCK EL, Public, (972) 494-8308, PK, 5, 75042
482034002021, DAVIS EL, Public, (972) 494-8205, PK, 5, 75042
482034002022, ETHRIDGE EL, Public, (972) 675-3020, KG, 5, 75042
482034002025, GOLDEN MEADOWS EL, Public, (972) 494-8373, KG, 5, 75042
482034002036, N GARLAND H S, Public, (972) 675-3120, 9, 12, 75042
483702004147, O HENRY EL, Public, (469) 593-8200, PK, 6, 75042
482034002048, WALNUT GLEN ACAD FOR EXCEL, Public, (972) 494-8330, PK, 5, 75042
482034002053, WILLIAMS EL, Public, (972) 926-2610, PK, 5, 75042
482034002011, CLASSICAL CENTER AT BRANDENBURG MIDDLE, Public, (972) 926-2630, 6, 8, 75043
482034002047, CLASSICAL CENTER AT VIAL EL, Public, (972) 240-3710, PK, 5, 75043
482034002016, CLUB HILL EL, Public, (972) 926-2520, PK, 5, 75043
482034011475, GEORGE WASHINGTON CARVER ELEMENTARY, Public, (972) 487-4415, PK, 5, 75043
482034011198, GLEN COUCH EL, Public, (972) 271-7160, PK, 5, 75043
482034002026, HANDLEY EL, Public, (972) 926-2540, PK, 5, 75043
482034002027, HEATHER GLEN EL, Public, (972) 270-2881, PK, 5, 75043
482034002031, JACKSON TECHNOLOGY CENTER, Public, (972) 494-8362, 6, 8, 75043
482034002033, LAKEVIEW CENTENNIAL H S, Public, (972) 240-3740, 9, 12, 75043
482034006415, LYLES MIDDLE, Public, (972) 240-3720, 6, 8, 75043
482034002035, MONTCLAIR EL, Public, (972) 279-4041, KG, 5, 75043
482034002038, O'BANION MIDDLE, Public, (972) 279-6103, 6, 8, 75043
483039005779, PRICE EL, Public, (972) 290-4100, KG, 6, 75043
482034002042, S GARLAND H S, Public, (972) 926-2700, 9, 12, 75043
482034006416, SHUGART EL, Public, (972) 240-3700, PK, 5, 75043
482034002046, TOLER EL, Public, (972) 226-3922, PK, 5, 75043
482034006706, ABBETT EL, Public, (972) 675-3000, PK, 5, 75044
483702004125, BIG SPRINGS EL, Public, (469) 593-8100, KG, 6, 75044
480018611928, EDUCATION CENTER INTERNATIONAL ACAD AT ARLINGTON, Public, (817) 561-1166, KG, 8, 75044
482034002028, HICKMAN EL, Public, (972) 675-3150, PK, 5, 75044
482034005992, LUNA EL, Public, (972) 675-3040, KG, 5, 75044
480018608509, MESQUITE CHARTER ACADEMY, Public, (214) 628-9152, KG, 12, 75044
482034010591, PARSONS PRE-K CTR, Public, (972) 675-8065, PK,PK,75044
A0109332, BRIGHTER HORIZONS ACADEMY, Private, (972) 675-2062, PK, 12, 75044
A0109445, QUANAH'S ACADEMY, Private, (972) 496-6777, PK, 4, 75044
482034000511, B G HUDSON MIDDLE, Public, (972) 675-3070, 6, 8, 75048
482034009200, JOHN W ARMSTRONG ELEMENTARY, Public, (972) 414-7480, PK, 5, 75048
482034000519, ROBERT B SEWELL EL, Public, (972) 675-3050, PK, 5, 75048
482034009198, SACHSE H S, Public, (972) 414-7450, 9, 12, 75048
482142002143, ADAMS MIDDLE, Public, (972) 262-1934, 6, 9, 75050
482142002144, AUSTIN EL, Public, (972) 262-4615, PK, 5, 75050
482142012100, CROSSWINDS H S, Public, (972) 522-2950, PK, 12, 75050
482142002149, EISENHOWER EL, Public, (972) 262-3717, PK, 5, 75050
482142012480, FANNIN MIDDLE, Public, (972) 262-8668, 6, 8, 75050
482142002152, GRAND PRAIRIE H S, Public, (972) 809-5711, 9, 12, 75050
482142011790, GRAND PRAIRIE HIGH 9TH GRADE CTR, Public, (972) 237-5603, 9, 10, 75050
480028012050, HARMONY SCIENCE ACADEMY GRAND PRAIRIE, Public, (972) 642-9911, KG, 10, 75050
482142008186, HECTOR P GARCIA EL, Public, (972) 237-0001, PK, 4, 75050
482142006970, LAMAR ALTERNATIVE EDUCATION PROGRAM, Public, (972) 262-7244, 6, 12, 75050
480870007722, LARSON EL, Public, (682) 867-0000, PK, 6, 75050
482142008524, TRAVIS EL, Public, (972) 262-2990, PK, 6, 75050
A0771731, CALVARY BAPTIST SCHOOL, Private, (972) 262-8507, PK, 1, 75050
01324206, IMMACULATE CONCEPTION SCHOOL, Private, (972) 264-8777, PK, 8, 75050
482142009201, BILL ARNOLD MIDDLE, Public, (972) 642-5137, 6, 9, 75051
482142012624, BONHAM EC, Public, (972) 262-4255, PK,PK,75051
482142002146, BOWIE EL, Public, (972) 262-7348, PK, 4, 75051
482142012622, CROCKETT 5TH GRADE CENTER, Public, (972) 262-5353, 5,5,75051
480870007434, CROUCH EL, Public, (682) 867-0200, PK, 6, 75051
482142002148, DANIELS EL, Public, (972) 264-7803, PK, 5, 75051
482142012066, HOBBS WILLIAMS EL, Public, (972) 522-2700, KG, 4, 75051
482142010593, JUAN SEGUIN EL, Public, (972) 522-7100, KG, 5, 75051
482142006265, KENNEDY MIDDLE, Public, (972) 264-8651, 6, 9, 75051
482142012613, LEE EL, Public, (972) 262-6785, KG, 5, 75051
482142002158, MILAM EL, Public, (972) 262-7131, PK, 5, 75051
480870009034, REMYNSE ELEMENTARY, Public, (682) 867-0500, PK, 6, 75051
482142007576, BARBARA BUSH EL, Public, (972) 237-1628, PK, 5, 75052
482142007577, COLIN POWELL EL, Public, (972) 642-3961, PK, 5, 75052
482142005734, DICKINSON EL, Public, (972) 641-1664, PK, 5, 75052
482142008523, ERVIN C WHITT EL, Public, (972) 264-5024, PK, 5, 75052
482142002151, FLORENCE HILL EL, Public, (972) 264-0802, PK, 5, 75052
482142005482, HARRY S TRUMAN MIDDLE, Public, (972) 641-7676, 6, 8, 75052
480870021051, J M FARRELL EL, Public, (682) 867-0300, PK, 6, 75052
482142002153, JACKSON MIDDLE, Public, (972) 264-2704, 5, 9, 75052
482142012129, JOHN DUBISKI CAREER H S, Public, (972) 343-7800, 9, 11, 75052
482142006420, JOHN GARNER EL, Public, (972) 262-5000, PK, 5, 75052
482142002155, JOHNSON EL, Public, (972) 262-1066, PK, 5, 75052
482892011338, LOUISE CABANISS EL, Public, (817) 299-6480, PK, 4, 75052
482142011433, MIKE MOSELEY EL, Public, (972) 522-2800, PK, 5, 75052
482142010592, RONALD REAGAN MIDDLE, Public, (972) 522-7300, 6, 9, 75052
482142008522, SALLYE MOORE EL, Public, (972) 660-2261, PK, 5, 75052
482142002160, SAM RAYBURN EL, Public, (972) 264-8900, KG, 4, 75052
482142002162, SO GRAND PRAIRIE H S, Public, (972) 343-1500, 9, 12, 75052
482142011855, SOUTH GRAND PRAIRIE HIGH 9TH GRADE CTR, Public, (972) 264-1769, 9, 10, 75052
480870006353, STARRETT EL, Public, (682) 867-0400, PK, 6, 75052
482142010594, THURGOOD MARSHALL EL, Public, (972) 522-7200, PK, 5, 75052
480870007723, WEST EL, Public, (682) 867-0100, PK, 6, 75052
482142002164, ZAVALA EL, Public, (972) 642-0448, PK, 5, 75052
482892011336, ANNA MAY DAULTON EL, Public, (817) 299-6640, PK, 4, 75054
482892011337, CORA SPENCER EL, Public, (817) 299-6680, KG, 4, 75054
482730006442, B B OWEN EL, Public, (469) 713-5950, PK, 5, 75056
482730003064, CAMEY EL, Public, (469) 713-5951, PK, 5, 75056
482730009211, CASTLE HILLS ELEMENTARY, Public, (469) 713-5952, PK, 5, 75056
482730021023, ETHRIDGE EL, Public, (469) 713-5954, PK, 5, 75056
482730005768, GRIFFIN MIDDLE, Public, (469) 713-5973, 6, 8, 75056
482730011467, INDEPENDENCE EL, Public, (469) 713-5212, PK, 5, 75056
482730011204, KILLIAN MIDDLE SCHOOL, Public, (469) 713-5977, 6, 8, 75056
482730006745, LAKEVIEW MIDDLE, Public, (469) 713-5974, 6, 8, 75056
482730012207, LISD CAREER CENTER #2, Public, (469) 713-5211, 10, 12, 75056
482730003752, MORNINGSIDE ELEM, Public, (469) 713-5970, PK, 5, 75056
482730005536, PETERS COLONY ELEMENTARY, Public, (469) 713-5179, PK, 5, 75056
482730005771, STEWARTS CREEK EL, Public, (469) 713-5960, PK, 5, 75056
482730006291, THE COLONY H S, Public, (469) 713-5178, 9, 12, 75056
482730003065, CENTRAL ELEMENTARY, Public, (469) 713-5976, PK, 5, 75057
482730003066, COLLEGE ST EL, Public, (469) 713-5965, PK, 5, 75057
482730006978, DELAY MIDDLE, Public, (469) 713-5191, 6, 8, 75057
482196010693, ALTER LRN ACAD, Public, (903) 696-0015, N ,N ,75058
482196008577, GRAYSON COUNTY SPECIAL EDUCATION SSA, Public, (903) 696-0015, PK, 12, 75058
482196002212, GUNTER EL, Public, (903) 433-5315, PK, 4, 75058
482196002213, GUNTER H S, Public, (903) 433-1542, 9, 12, 75058
482196006962, GUNTER MIDDLE, Public, (903) 433-1545, 5, 8, 75058
482442002716, BOWIE MIDDLE, Public, (972) 600-3000, 6, 8, 75060
482442002718, BRITAIN EL, Public, (972) 600-3800, PK, 5, 75060
482442002735, BROWN EL, Public, (972) 600-4000, KG, 5, 75060
482442002720, ELLIOTT EL, Public, (972) 600-4300, KG, 5, 75060
482442002723, HALEY J EL, Public, (972) 600-6600, KG, 5, 75060
482442010599, JOHN W AND MARGIE STIPES EL, Public, (972) 600-4500, KG, 5, 75060
482442002730, LAMAR MIDDLE, Public, (972) 600-4400, 6, 8, 75060
482442002734, NIMITZ H S, Public, (972) 600-5700, 9, 12, 75060
482442002727, SCHULZE EL, Public, (972) 600-3500, KG, 5, 75060
482442002738, TOWNLEY EL, Public, (972) 600-6800, KG, 5, 75060
482442006427, WHEELER TRANSITIONAL AND DEVELOPMENTAL CENTER, Public, (972) 600-3750, KG, 5, 75060
482442010597, WHEELER TRANSITIONAL AND DEVELOPMENTAL SEC CTR, Public, (972) 600-3750, 6, 12, 75060
01328765, BEREAN CHRISTIAN ACADEMY, Private, (972) 438-1440, PK, 6, 75060
A9707926, CHILDRENS DISCOVERY CENTER, Private, (972) 986-0034, PK, KG, 75060
01324079, ST LUKE CATHOLIC SCHOOL, Private, (972) 253-8285, PK, 8, 75060
A0903615, STONEGATE CHRISTIAN ACADEMY, Private, (972) 790-0070, KG, 12, 75060
482442002737, AUSTIN MIDDLE, Public, (972) 600-3100, 6, 8, 75061
482442006275, BARBARA CARDWELL CAREER PREPARATORY CENTER, Public, (972) 600-6140, 8, 12, 75061
482442002715, BARTON EL, Public, (972) 600-4100, KG, 5, 75061
482442002719, CROCKETT MIDDLE, Public, (972) 600-4700, 6, 8, 75061
482442006869, DAVIS EL, Public, (972) 600-4900, KG, 5, 75061
482442007260, GILBERT F M EL, Public, (972) 600-0400, KG, 5, 75061
482442002722, GOOD EL, Public, (972) 600-3300, KG, 5, 75061
482442002726, IRVING H S, Public, (972) 600-6300, 9, 12, 75061
482442002729, KEYES EL, Public, (972) 600-3400, KG, 5, 75061
482442002732, LIVELY EL, Public, (972) 600-6700, KG, 5, 75061
482442009202, LORENZO DE ZAVALA MIDDLE, Public, (972) 600-6000, 6, 8, 75061
482442007259, SECONDARY REASSIGN CTR, Public, (972) 600-4600, 6, 12, 75061
482442002717, BRANDENBURG EL, Public, (972) 600-7100, KG, 5, 75062
482442002721, FARINE EL, Public, (972) 600-7900, KG, 5, 75062
482442002724, HALEY T EL, Public, (972) 600-7000, KG, 5, 75062
482442002725, HANES EL, Public, (972) 600-3600, KG, 5, 75062
482442002728, JOHNSTON EL, Public, (972) 600-7700, KG, 5, 75062
482442002731, LEE EL, Public, (972) 600-7800, KG, 5, 75062
482442002733, MACARTHUR H S, Public, (972) 600-7200, 9, 12, 75062
482442002739, TRAVIS MIDDLE, Public, (972) 600-0100, 6, 8, 75062
480007007850, UNIVERSAL ACADEMY, Public, (972) 255-1800, PK, 12, 75062
480007008503, UNIVERSAL ACADEMY - FLOWER MOUND, Public, (972) 393-5834, KG, 12, 75062
01324181, HOLY FAMILY OF NAZARETH SCHOOL, Private, (972) 255-0205, PK, 8, 75062
A0303091, ISLAMIC SCHOOL OF IRVING, Private, (972) 812-2220, PK, 12, 75062
A9504062, MONTESSORI SCHOOL OF LAS COLINAS, Private, (972) 717-0417, PK, KG, 75062
AA001213, REDEEMER MONTESSORI SCHOOL, Private, (972) 257-3517, PK, 5, 75062
A9504036, THE HIGHLANDS SCHOOL, Private, (972) 554-1980, PK, 12, 75062
A0303151, THE SLOAN SCHOOL, Private, (972) 659-1199, PK, 5, 75062
A9708043, WESLEYAN ACADEME, Private, (972) 252-4733, PK, 5, 75062
481305007242, BUSH MIDDLE, Public, (972) 968-3700, 6, 8, 75063
481305010555, FREEMAN EL, Public, (972) 968-1700, KG, 5, 75063
481305007243, LANDRY EL, Public, (972) 968-2100, PK, 5, 75063
481305006231, LAS COLINAS EL, Public, (972) 968-2200, KG, 5, 75063
481305009190, RANCHVIEW H S, Public, (972) 968-5000, 9, 12, 75063
481521007263, VALLEY RANCH EL, Public, (214) 496-8500, PK, 5, 75063
A0702250, NEW AGE MONTESSORI SCHOOL OF VALLEY RANCH, Private, (972) 910-9730, PK, KG, 75063
A0903562, PIERCE PRIVATE DAY SCHOOL, Private, (972) 831-1199, PK, 2, 75063
A0903594, PRIMROSE SCHOOL OF VALLEY RANCH, Private, (972) 409-9577, KG, KG, 75063
482643021224, CORINTH EL, Public, (940) 497-4010, PK, 5, 75065
482643008201, DENTON CO J J A E P, Public, (940) 898-5840, 9,9,75065
482643002974, LAKE DALLAS EL, Public, (940) 497-2222, PK, 5, 75065
482643002975, LAKE DALLAS H S, Public, (940) 497-4031, 9, 12, 75065
482643002976, LAKE DALLAS MIDDLE, Public, (940) 497-4037, 6, 8, 75065
482643010624, SHADY SHORES EL, Public, (940) 497-4035, PK, 5, 75065
A0903577, PRIMROSE SCHOOL OF HICKORY CREEK, Private, (940) 270-0444, PK, KG, 75065
A0503504, YARDLEY MONTESSORI SCHOOL, Private, (940) 921-0280, PK, 3, 75065
482730010617, CHAPEL HILL ELEMENTARY, Public, (469) 713-5200, N ,N ,75067
482730006880, CREEKSIDE EL, Public, (469) 713-5953, PK, 5, 75067
482730008532, DALE JACKSON CAREER CTR, Public, (469) 713-5186, 10, 12, 75067
482730007865, DENTON CO J J A E P, Public, (940) 349-2400, 7, 12, 75067
480023011976, EXCEL CENTER - LEWISVILLE, Public, (972) 906-5522, 3, 12, 75067
482730003069, HEDRICK EL, Public, (469) 713-5189, PK, 5, 75067
482730003070, HEDRICK MIDDLE SCHOOL, Public, (469) 713-5188, 6, 8, 75067
482730003071, LAKELAND ELEMENTARY, Public, (469) 713-5992, KG, 5, 75067
482730006744, LEARNING CTR, Public, (469) 713-5185, 4, 12, 75067
482730010614, LEGENDS PROPERTY, Public, (469) 713-5200, N ,N ,75067
482730012426, LEWISVILLE 9TH-10TH GRADE CENTER, Public, (469) 713-5200, N ,N ,75067
482730012074, LEWISVILLE EL, Public, (469) 713-5995, PK, 5, 75067
482730003072, LEWISVILLE H S, Public, (469) 713-5190, 9, 12, 75067
482730010619, LILLIE J JACKSON EARLY CHILDHOOD CENTER, Public, (469) 713-5986, PK,PK,75067
482730012277, MARCUS 9TH GRADE CENTER, Public, (469) 713-5200, N ,N ,75067
482730009209, MARSHALL DURHAM MIDDLE SCHOOL, Public, (469) 713-5963, 6, 8, 75067
482730006980, PARKWAY EL, Public, (469) 713-5979, PK, 5, 75067
482730009594, ROCKBROOK EL, Public, (469) 713-5968, PK, 5, 75067
482730010615, SHADOW RIDGE MIDDLE SCHOOL, Public, (469) 713-5984, 6, 8, 75067
482730008197, SOUTHRIDGE ELEMENTARY, Public, (469) 713-5187, PK, 5, 75067
480020208757, WINFREE ACADEMY CHARTER SCHOOL (LEWISVILLE), Public, (214) 222-2200, 9, 12, 75067
A9304075, MILLER ADVENTIST CHRISTIAN SCHOOL, Private, (972) 353-3981, PK, 6, 75067
AA001453, TEMPLE CHRISTIAN ACADEMY, Private, (972) 436-3480, PK, 12, 75067
A0903639, WILLOW BEND ACADEMY, Private, (972) 906-9493, 5, 12, 75067
482772009214, CESAR CHAVEZ EL, Public, (972) 294-1670, PK, 4, 75068
482772010625, COLIN POWELL INT, Public, (972) 547-3515, 5, 6, 75068
482772008770, D H BRENT INT, Public, (972) 668-2991, 5, 6, 75068
482772003110, DELILAH KING EARLY LEARNING ACADEMY, Public, (972) 292-1908, PK,PK,75068
482772008202, DENTON CO J J A E P, Public, (972) 292-1847, 9,9,75068
480018708529, EDUCATION CENTER AT LITTLE ELM, Public, (972) 292-3562, KG, 12, 75068
480018708528, EDUCATION CENTER AT THE COLONY, Public, (972) 292-2405, 1, 12, 75068
482772007268, HERSCHEL ZELLARS EL, Public, (972) 292-0720, PK, 4, 75068
482772006443, LAKESIDE J H, Public, (972) 292-3200, 7, 8, 75068
482772010626, LAKEVIEW EL, Public, (972) 547-3575, PK, 4, 75068
482772003111, LITTLE ELM H S, Public, (972) 292-1840, 9, 12, 75068
482772011461, OAK POINT EL, Public, (972) 547-3585, KG, 4, 75068
482001011470, ROBERTSON EL, Public, (469) 633-3675, KG, 5, 75068
480018711443, THE EDUCATION CENTER AT DENTON, Public, (940) 383-1972, KG, 12, 75068
480018711537, THE EDUCATION CENTER IN LEWISVILLE, Public, (972) 221-3564, KG, 12, 75068
482985008488, ALBERT & IOLA LEE DAVIS MALVERN EL, Public, (469) 742-5300, PK, 5, 75069
482985003356, BURKS EL, Public, (469) 742-6200, KG, 5, 75069
482985006300, CALDWELL EL, Public, (469) 742-5500, KG, 5, 75069
482985012075, EL #22, Public, (469) 742-4000, KG, 5, 75069
482985003361, FAUBION MIDDLE, Public, (469) 742-6900, 6, 8, 75069
482985003358, FINCH EL, Public, (469) 742-5600, KG, 5, 75069
482985007556, J J A E P, Public, (469) 742-7800, 7, 12, 75069
482985003360, MCKINNEY H S, Public, (469) 742-5700, 9, 12, 75069
482838011892, ROBERT L PUSTER ELEMENTARY SCHOOL, Public, (469) 742-8300, PK, 5, 75069
482985008149, SERENITY HIGH, Public, (469) 742-7830, 9, 12, 75069
482838010526, SLOAN CREEK MIDDLE, Public, (469) 742-8400, 6, 8, 75069
482985006754, THE L I N C CTR, Public, (469) 742-7800, 9, 12, 75069
482985003362, WEBB EL, Public, (469) 742-6000, KG, 5, 75069
A0771759, FAITH CHRISTIAN ACADEMY, Private, (972) 562-5323, PK, 12, 75069
A9707992, LITTLE SAINTS SCHOOL, Private, (972) 562-3585, PK, KG, 75069
A0303120, ROBERT MULTER SCHOOL, Private, (214) 544-8338, PK, KG, 75069
482985008487, ARTHUR H MCNEIL EL, Public, (469) 742-5200, KG, 5, 75070
482985007833, C T EDDINS EL, Public, (469) 742-6600, KG, 5, 75070
482985009167, DEAN AND MILDRED BENNETT EL, Public, (469) 742-5400, PK, 5, 75070
482985006952, DOWELL MIDDLE, Public, (469) 742-6700, 6, 8, 75070
482985008734, EARL & LOTTIE WOLFORD EL, Public, (469) 742-4700, KG, 5, 75070
482001012247, ELLIOTT EL, Public, (469) 633-3750, KG, 5, 75070
482985003482, GLEN OAKS EL, Public, (469) 742-6400, KG, 5, 75070
482985011172, JESSE MCGOWEN EL, Public, (469) 742-7500, KG, 5, 75070
482985009166, JOSE DE JESUS AND MARIA LUISA VEGA EL, Public, (469) 742-5100, KG, 5, 75070
482985010502, LEONARD EVANS JR MIDDLE, Public, (469) 742-7100, 6, 8, 75070
482985010501, MCKINNEY BOYD H S, Public, (469) 424-5400, 9, 12, 75070
482985008731, MCKINNEY NORTH H S, Public, (469) 742-4300, 9, 12, 75070
482001011563, MOONEYHAM EL, Public, (469) 633-3650, KG, 5, 75070
482985011173, NAOMI PRESS EL, Public, (469) 742-7600, KG, 5, 75070
482001011167, OGLE ELEMENTARY, Public, (469) 633-3525, KG, 5, 75070
482985007555, REUBEN JOHNSON EL, Public, (469) 742-6500, KG, 5, 75070
482985008733, ROY LEE WALKER EL, Public, (469) 742-4600, KG, 5, 75070
482001012220, SCOGGINS MIDDLE, Public, (469) 633-5150, 6, 8, 75070
482985008732, SCOTT MORGAN JOHNSON MIDDLE, Public, (469) 742-4900, 6, 8, 75070
482985006953, SLAUGHTER EL, Public, (469) 742-6100, KG, 5, 75070
482001012599, SONNTAG EL, Public, (469) 633-3850, KG, 5, 75070
482838010528, SPECIAL PROG CTR/JJAEP, Public, (972) 548-6458, 10,10,75070
482985021181, VALLEY CREEK EL, Public, (469) 742-4800, KG, 5, 75070
A0990111, CENTENNIAL MONTESSORI ACADEMY, Private, (972) 548-9000, PK, 3, 75070
A0903504, CORNERSTONE CHRISTIAN ACADEMY, Private, (972) 562-8200, PK, 12, 75070
A0303083, HOLY FAMILY SCHOOL, Private, (972) 562-5476, PK, KG, 75070
A0903572, PRIMROSE SCHOOL OF ELDORADO, Private, (972) 529-2091, PK, KG, 75070
482985008486, COUNTY RESIDENTIAL CENTER, Public, (972) 547-5400, 6, 12, 75071
482985011171, DR JACK COCKRILL MIDDLE SCHOOL, Public, (469) 742-7900, 6, 8, 75071
482985010503, GARY AND BOBBYE JACK MINSHEW EL, Public, (469) 742-7300, KG, 5, 75071
482985011424, HERMAN LAWSON EARLY CHILDHOOD CENTER, Public, (469) 742-2400, PK, KG, 75071
482985010504, J B WILMETH EL, Public, (469) 742-7400, KG, 5, 75071
483600011847, JOHN A BAKER, Public, (469) 219-2120, PK, 4, 75071
482985012083, LIZZIE NELL CUNDIFF MCCLURE EL, Public, (469) 742-9450, KG, 5, 75071
A0503456, CONCORDIA CHRISTIAN ACADEMY, Private, (972) 562-9944, PK, 5, 75071
A9904229, GOOD SHEPHERD MONTESSORI SCHOOL, Private, (972) 547-4767, PK, 7, 75071
A9504076, MCKINNEY CHRISTIAN ACADEMY, Private, (972) 544-2658, PK, 12, 75071
A0303080, NORTH TEXAS CHRISTIAN ACADEMY, Private, (214) 544-1794, KG, 6, 75071
A0771844, PRIMROSE SCHOOL OF STONE BROOKE, Private, (972) 529-6863, PK, KG, 75071
483510009654, ALLAN K & CAROLYN H BIRD EDUCATION CENTER, Public, (469) 752-2200, KG, 8, 75074
483510003955, ARMSTRONG MIDDLE, Public, (469) 752-4600, 6, 8, 75074
483510012132, BARRON EL, Public, (469) 752-0200, KG, 5, 75074
483510003957, BOWMAN MIDDLE, Public, (469) 752-4800, 6, 8, 75074
483510005572, DOOLEY EL, Public, (469) 752-1100, KG, 5, 75074
483510003961, FORMAN EL, Public, (469) 752-1200, KG, 5, 75074
483510010511, HEAD START, Public, (469) 752-7160, PK,PK,75074
483510009171, HICKEY EL SCHOOL, Public, (469) 752-4100, KG, 5, 75074
483510012187, ISAACS EARLY CHILDHOOD SCHOOL, Public, (469) 752-3480, PK,PK,75074
483510010508, MCCALL EL, Public, (469) 752-4500, KG, 5, 75074
483510003966, MEADOWS EL, Public, (469) 752-2400, KG, 5, 75074
483510003967, MEMORIAL EL, Public, (469) 752-2500, KG, 5, 75074
483510003968, MENDENHALL EL, Public, (469) 752-2600, KG, 5, 75074
483510010507, NIGHT SCH, Public, (469) 752-8300, 9, 11, 75074
483510011174, OTTO MIDDLE, Public, (469) 752-8500, 6, 8, 75074
