480789000117, ALLEN H S, Public, (972) 727-0400, 9, 12, 75002
481521011781, NEW TECH H S AT COPPELL, Public, (214) 496-5900, 9, 12, 75019
481521001027, PINKERTON EL, Public, (214) 496-6800, PK, 5, 75019
481305008760, RIVERCHASE ELE, Public, (972) 968-2900, KG, 5, 75019
481521006937, TOWN CENTER EL, Public, (214) 496-7800, PK, 5, 75019
481521000585, WILSON EL, Public, (214) 496-7500, PK, 5, 75019
A0702199, COPPELL MONTESSORI ACADEMY, Private, (972) 462-8311, PK, 2, 75019
A0903571, PRIMROSE SCHOOL OF COPPELL, Private, (972) 304-8888, PK, KG, 75019
A0771854, SPANISH SCHOOLHOUSE, Private, (972) 462-1100, PK, KG, 75019
482442002736, HOUSTON MIDDLE, Public, (972) 600-7500, 6, 8, 75038
482442008525, JACK E SINGLEY ACADEMY, Public, (972) 600-5300, 9, 12, 75038
480010208747, UNIVERSITY SCHOOL, Public, (972) 753-6165, 6, 8, 75038
480003012221, H S CAMPUS, Public, (972) 501-0645, 9, 12, 75039
480026912139, H S CAMPUS, Public, (214) 821-7325, 9, 12, 75039
480139912200, HAMPTON PREPARATORY, Public, (972) 421-1982, 9, 12, 75039
480140612270, HEIGHTS PREPARATORY, Public, (469) 621-8553, 6, 7, 75039
481305010556, LA VILLITA EL, Public, (972) 968-6900, PK, 5, 75039
480026912457, LAUREATE PREPARATORY, Public, (469) 621-8552, KG, 2, 75039
480140612035, MIDDLE CAMPUS, Public, (214) 276-0352, 6, 8, 75039
480139912188, MIDDLE CAMPUS, Public, (972) 421-1982, 6, 8, 75039
480140112239, MIDDLE CAMPUS, Public, (817) 287-5121, 6, 8, 75039
480003011476, NORTH HILLS PRIMARY SCHOOL, Public, (972) 501-0645, KG, 5, 75039
480003007562, NORTH HILLS SCHOOL, Public, (972) 501-0645, 6, 8, 75039
480026911186, PEAK ACADEMY, Public, (214) 821-7325, KG, 5, 75039
480026911187, PEAK ADVANTAGE, Public, (214) 276-5200, 6, 8, 75039
480140612026, PRI CAMPUS, Public, (214) 276-0352, KG, 4, 75039
480140112231, PRI CAMPUS, Public, (817) 287-5121, KG, 5, 75039
480139912185, PRI CAMPUS, Public, (972) 421-1982, KG, 5, 75039
480140112175, SUMMIT INTERNATIONAL PREPARATORY, Public, (817) 287-5121, 9, 12, 75039
480140612012, WILLIAMS PREPARATORY, Public, (214) 276-0352, 9, 12, 75039
480020209187, WINFREE ACADEMY CHARTER SCHOOL (GRAPEVINE), Public, (817) 481-5803, 9, 12, 75039
480020208756, WINFREE ACADEMY CHARTER SCHOOL (IRVING), Public, (972) 251-2010, 9, 12, 75039
480020208505, WINFREE ACADEMY CHARTER SCHOOL (RICHARDSON), Public, (972) 234-9855, 9, 12, 75039
Y1608436, CISTERCIAN PREPARATORY SCHOOL, Private, (469) 499-5400, 5, 12, 75039
A0771837, PRIMROSE SCHOOL OF LAS COLINAS, Private, (972) 831-1000, PK, KG, 75039
480018508508, ALPHA CHARTER SCHOOL, Public, (972) 272-2173, KG, 12, 75040
482034002008, AUSTIN ACAD FOR EXCELL, Public, (972) 926-2620, 6, 8, 75040
482034002013, BUSSEY MIDDLE, Public, (972) 494-8391, 6, 8, 75040
482034002017, COOP BEHAVIORAL CTR, Public, (972) 494-8520, 1, 12, 75040
482034002018, COOPER EL, Public, (972) 675-3010, PK, 5, 75040
482034002023, FREEMAN EL, Public, (972) 494-8371, PK, 5, 75040
482034002024, GARLAND H S, Public, (972) 494-8492, 9, 12, 75040
480029212536, HARMONY SCIENCE ACADEMY - GARLAND, Public, (254) 751-7878, KG, 8, 75040
482034002032, KIMBERLIN ACAD FOR EXCEL, Public, (972) 926-2560, PK, 5, 75040
482034006552, NAAMAN FOREST H S, Public, (972) 675-3091, 9, 12, 75040
482034002037, NORTHLAKE EL, Public, (972) 494-8359, PK, 5, 75040
482034002043, SELLERS MIDDLE, Public, (972) 494-8337, 6, 8, 75040
482034002044, SHOREHAVEN EL, Public, (972) 494-8346, PK, 5, 75040
482034006969, VERNAL LISTER EL, Public, (972) 675-3030, PK, 5, 75040
482034002051, WEAVER EL, Public, (972) 494-8311, PK, 5, 75040
482034002052, WEBB MIDDLE, Public, (972) 675-3080, 6, 8, 75040
02060567, FIREWHEEL CHRISTIAN ACADEMY, Private, (972) 495-0851, PK, 8, 75040
01327921, GARLAND CHRISTIAN ACADEMY, Private, (972) 487-0043, PK, 12, 75040
01324217, GOOD SHEPHERD CATHOLIC SCHOOL, Private, (972) 272-6533, PK, 8, 75040
A0303102, MOUNT HEBRON CHRISTIAN ACADEMY, Private, (972) 272-8095, PK, 5, 75040
482034002014, CALDWELL EL, Public, (972) 926-2500, KG, 5, 75041
482034002015, CENTERVILLE EL, Public, (972) 926-2510, KG, 5, 75041
482034010590, CISNEROS PRE-K CTR, Public, (972) 271-7160, PK,PK,75041
482034002020, DAUGHERTY EL, Public, (972) 926-2530, PK, 5, 75041
482034000518, GISD ALTERNATIVE SCHOOL, Public, (972) 926-2690, 3, 12, 75041
482034005726, GISD EVENING SCH, Public, (972) 926-2650, 9, 12, 75041
482034002029, HILLSIDE ACAD FOR EXCEL, Public, (972) 926-2550, PK, 5, 75041
482034008520, INFANT CENTER, Public, (972) 926-2677, N ,N ,75041
482034002034, MEMORIAL PATHWAY ACADEMY, Public, (972) 926-2650, 8,8,75041
482034008521, P I P, Public, (972) 926-2671, PK,PK,75041
482034002039, PARK CREST EL, Public, (972) 926-2571, PK, 5, 75041
482034002040, ROACH EL, Public, (972) 926-2580, PK, 5, 75041
482034002030, SAM HOUSTON MIDDLE, Public, (972) 926-2640, 6, 8, 75041
482034002045, SOUTHGATE EL, Public, (972) 926-2590, PK, 5, 75041
482034005728, SPRING CREEK EL, Public, (972) 675-3060, PK, 5, 75041
482034002050, WATSON TECHNOLOGY CENTER, Public, (972) 926-2600, PK, 5, 75041
01328878, MILLER RD BAPTIST ACADEMY/ABC CHRISTIAN PRESCHOOL, Private, (972) 278-2146, PK, 3, 75041
482034002009, BEAVER TECHNOLOGY CENTER, Public, (972) 494-8301, KG, 5, 75042
482034002010, BRADFIELD EL, Public, (972) 494-8303, PK, 5, 75042
482034002012, BULLOCK EL, Public, (972) 494-8308, PK, 5, 75042
482034002021, DAVIS EL, Public, (972) 494-8205, PK, 5, 75042
482034002022, ETHRIDGE EL, Public, (972) 675-3020, KG, 5, 75042
482034002025, GOLDEN MEADOWS EL, Public, (972) 494-8373, KG, 5, 75042
482034002036, N GARLAND H S, Public, (972) 675-3120, 9, 12, 75042
483702004147, O HENRY EL, Public, (469) 593-8200, PK, 6, 75042
482034002048, WALNUT GLEN ACAD FOR EXCEL, Public, (972) 494-8330, PK, 5, 75042
482034002053, WILLIAMS EL, Public, (972) 926-2610, PK, 5, 75042
482034002011, CLASSICAL CENTER AT BRANDENBURG MIDDLE, Public, (972) 926-2630, 6, 8, 75043
482034002047, CLASSICAL CENTER AT VIAL EL, Public, (972) 240-3710, PK, 5, 75043
482034002016, CLUB HILL EL, Public, (972) 926-2520, PK, 5, 75043
482034011475, GEORGE WASHINGTON CARVER ELEMENTARY, Public, (972) 487-4415, PK, 5, 75043
482034011198, GLEN COUCH EL, Public, (972) 271-7160, PK, 5, 75043
482034002026, HANDLEY EL, Public, (972) 926-2540, PK, 5, 75043
482034002027, HEATHER GLEN EL, Public, (972) 270-2881, PK, 5, 75043
482034002031, JACKSON TECHNOLOGY CENTER, Public, (972) 494-8362, 6, 8, 75043
482034002033, LAKEVIEW CENTENNIAL H S, Public, (972) 240-3740, 9, 12, 75043
482034006415, LYLES MIDDLE, Public, (972) 240-3720, 6, 8, 75043
482034002035, MONTCLAIR EL, Public, (972) 279-4041, KG, 5, 75043
482034002038, O'BANION MIDDLE, Public, (972) 279-6103, 6, 8, 75043
483039005779, PRICE EL, Public, (972) 290-4100, KG, 6, 75043
482034002042, S GARLAND H S, Public, (972) 926-2700, 9, 12, 75043
482034006416, SHUGART EL, Public, (972) 240-3700, PK, 5, 75043
482034002046, TOLER EL, Public, (972) 226-3922, PK, 5, 75043
482034006706, ABBETT EL, Public, (972) 675-3000, PK, 5, 75044
483702004125, BIG SPRINGS EL, Public, (469) 593-8100, KG, 6, 75044
480018611928, EDUCATION CENTER INTERNATIONAL ACAD AT ARLINGTON, Public, (817) 561-1166, KG, 8, 75044
482034002028, HICKMAN EL, Public, (972) 675-3150, PK, 5, 75044
482034005992, LUNA EL, Public, (972) 675-3040, KG, 5, 75044
480018608509, MESQUITE CHARTER ACADEMY, Public, (214) 628-9152, KG, 12, 75044
482034010591, PARSONS PRE-K CTR, Public, (972) 675-8065, PK,PK,75044
A0109332, BRIGHTER HORIZONS ACADEMY, Private, (972) 675-2062, PK, 12, 75044
A0109445, QUANAH'S ACADEMY, Private, (972) 496-6777, PK, 4, 75044
482034000511, B G HUDSON MIDDLE, Public, (972) 675-3070, 6, 8, 75048
482034009200, JOHN W ARMSTRONG ELEMENTARY, Public, (972) 414-7480, PK, 5, 75048
482034000519, ROBERT B SEWELL EL, Public, (972) 675-3050, PK, 5, 75048
482034009198, SACHSE H S, Public, (972) 414-7450, 9, 12, 75048
482034000511, B G HUDSON MIDDLE, Public, (972) 675-3070, 6, 8, 75048
482034009200, JOHN W ARMSTRONG ELEMENTARY, Public, (972) 414-7480, PK, 5, 75048
482034000519, ROBERT B SEWELL EL, Public, (972) 675-3050, PK, 5, 75048
482034009198, SACHSE H S, Public, (972) 414-7450, 9, 12, 75048
482142002143, ADAMS MIDDLE, Public, (972) 262-1934, 6, 9, 75050
482142002144, AUSTIN EL, Public, (972) 262-4615, PK, 5, 75050
482142012100, CROSSWINDS H S, Public, (972) 522-2950, PK, 12, 75050
482142002149, EISENHOWER EL, Public, (972) 262-3717, PK, 5, 75050
482142012480, FANNIN MIDDLE, Public, (972) 262-8668, 6, 8, 75050
482142002152, GRAND PRAIRIE H S, Public, (972) 809-5711, 9, 12, 75050
482142011790, GRAND PRAIRIE HIGH 9TH GRADE CTR, Public, (972) 237-5603, 9, 10, 75050
480028012050, HARMONY SCIENCE ACADEMY GRAND PRAIRIE, Public, (972) 642-9911, KG, 10, 75050
482142008186, HECTOR P GARCIA EL, Public, (972) 237-0001, PK, 4, 75050
482142006970, LAMAR ALTERNATIVE EDUCATION PROGRAM, Public, (972) 262-7244, 6, 12, 75050
480870007722, LARSON EL, Public, (682) 867-0000, PK, 6, 75050
482142008524, TRAVIS EL, Public, (972) 262-2990, PK, 6, 75050
A0771731, CALVARY BAPTIST SCHOOL, Private, (972) 262-8507, PK, 1, 75050
01324206, IMMACULATE CONCEPTION SCHOOL, Private, (972) 264-8777, PK, 8, 75050
482142009201, BILL ARNOLD MIDDLE, Public, (972) 642-5137, 6, 9, 75051
482142012624, BONHAM EC, Public, (972) 262-4255, PK,PK,75051
482142002146, BOWIE EL, Public, (972) 262-7348, PK, 4, 75051
482142012622, CROCKETT 5TH GRADE CENTER, Public, (972) 262-5353, 5,5,75051
480870007434, CROUCH EL, Public, (682) 867-0200, PK, 6, 75051
482142002148, DANIELS EL, Public, (972) 264-7803, PK, 5, 75051
482142012066, HOBBS WILLIAMS EL, Public, (972) 522-2700, KG, 4, 75051
482142010593, JUAN SEGUIN EL, Public, (972) 522-7100, KG, 5, 75051
482142006265, KENNEDY MIDDLE, Public, (972) 264-8651, 6, 9, 75051
482142012613, LEE EL, Public, (972) 262-6785, KG, 5, 75051
482142002158, MILAM EL, Public, (972) 262-7131, PK, 5, 75051
480870009034, REMYNSE ELEMENTARY, Public, (682) 867-0500, PK, 6, 75051
482142007576, BARBARA BUSH EL, Public, (972) 237-1628, PK, 5, 75052
482142007577, COLIN POWELL EL, Public, (972) 642-3961, PK, 5, 75052
482142005734, DICKINSON EL, Public, (972) 641-1664, PK, 5, 75052
482142008523, ERVIN C WHITT EL, Public, (972) 264-5024, PK, 5, 75052
482142002151, FLORENCE HILL EL, Public, (972) 264-0802, PK, 5, 75052
482142005482, HARRY S TRUMAN MIDDLE, Public, (972) 641-7676, 6, 8, 75052
480870021051, J M FARRELL EL, Public, (682) 867-0300, PK, 6, 75052
482142002153, JACKSON MIDDLE, Public, (972) 264-2704, 5, 9, 75052
482142012129, JOHN DUBISKI CAREER H S, Public, (972) 343-7800, 9, 11, 75052
482142006420, JOHN GARNER EL, Public, (972) 262-5000, PK, 5, 75052
482142002155, JOHNSON EL, Public, (972) 262-1066, PK, 5, 75052
482892011338, LOUISE CABANISS EL, Public, (817) 299-6480, PK, 4, 75052
482142011433, MIKE MOSELEY EL, Public, (972) 522-2800, PK, 5, 75052
482142010592, RONALD REAGAN MIDDLE, Public, (972) 522-7300, 6, 9, 75052
482142008522, SALLYE MOORE EL, Public, (972) 660-2261, PK, 5, 75052
482142002160, SAM RAYBURN EL, Public, (972) 264-8900, KG, 4, 75052
482142002162, SO GRAND PRAIRIE H S, Public, (972) 343-1500, 9, 12, 75052
482142011855, SOUTH GRAND PRAIRIE HIGH 9TH GRADE CTR, Public, (972) 264-1769, 9, 10, 75052
480870006353, STARRETT EL, Public, (682) 867-0400, PK, 6, 75052
482142010594, THURGOOD MARSHALL EL, Public, (972) 522-7200, PK, 5, 75052
480870007723, WEST EL, Public, (682) 867-0100, PK, 6, 75052
482142002164, ZAVALA EL, Public, (972) 642-0448, PK, 5, 75052
482892011336, ANNA MAY DAULTON EL, Public, (817) 299-6640, PK, 4, 75054
482892011337, CORA SPENCER EL, Public, (817) 299-6680, KG, 4, 75054
482442002716, BOWIE MIDDLE, Public, (972) 600-3000, 6, 8, 75060
482442002718, BRITAIN EL, Public, (972) 600-3800, PK, 5, 75060
482442002735, BROWN EL, Public, (972) 600-4000, KG, 5, 75060
482442002720, ELLIOTT EL, Public, (972) 600-4300, KG, 5, 75060
482442002723, HALEY J EL, Public, (972) 600-6600, KG, 5, 75060
482442010599, JOHN W AND MARGIE STIPES EL, Public, (972) 600-4500, KG, 5, 75060
482442002730, LAMAR MIDDLE, Public, (972) 600-4400, 6, 8, 75060
482442002734, NIMITZ H S, Public, (972) 600-5700, 9, 12, 75060
482442002727, SCHULZE EL, Public, (972) 600-3500, KG, 5, 75060
482442002738, TOWNLEY EL, Public, (972) 600-6800, KG, 5, 75060
482442006427, WHEELER TRANSITIONAL AND DEVELOPMENTAL CENTER, Public, (972) 600-3750, KG, 5, 75060
482442010597, WHEELER TRANSITIONAL AND DEVELOPMENTAL SEC CTR, Public, (972) 600-3750, 6, 12, 75060
01328765, BEREAN CHRISTIAN ACADEMY, Private, (972) 438-1440, PK, 6, 75060
A9707926, CHILDRENS DISCOVERY CENTER, Private, (972) 986-0034, PK, KG, 75060
01324079, ST LUKE CATHOLIC SCHOOL, Private, (972) 253-8285, PK, 8, 75060
A0903615, STONEGATE CHRISTIAN ACADEMY, Private, (972) 790-0070, KG, 12, 75060
482442002737, AUSTIN MIDDLE, Public, (972) 600-3100, 6, 8, 75061
482442006275, BARBARA CARDWELL CAREER PREPARATORY CENTER, Public, (972) 600-6140, 8, 12, 75061
482442002715, BARTON EL, Public, (972) 600-4100, KG, 5, 75061
482442002719, CROCKETT MIDDLE, Public, (972) 600-4700, 6, 8, 75061
482442006869, DAVIS EL, Public, (972) 600-4900, KG, 5, 75061
482442007260, GILBERT F M EL, Public, (972) 600-0400, KG, 5, 75061
482442002722, GOOD EL, Public, (972) 600-3300, KG, 5, 75061
482442002726, IRVING H S, Public, (972) 600-6300, 9, 12, 75061
482442002729, KEYES EL, Public, (972) 600-3400, KG, 5, 75061
482442002732, LIVELY EL, Public, (972) 600-6700, KG, 5, 75061
482442009202, LORENZO DE ZAVALA MIDDLE, Public, (972) 600-6000, 6, 8, 75061
482442007259, SECONDARY REASSIGN CTR, Public, (972) 600-4600, 6, 12, 75061
482442002717, BRANDENBURG EL, Public, (972) 600-7100, KG, 5, 75062
482442002721, FARINE EL, Public, (972) 600-7900, KG, 5, 75062
482442002724, HALEY T EL, Public, (972) 600-7000, KG, 5, 75062
482442002725, HANES EL, Public, (972) 600-3600, KG, 5, 75062
482442002728, JOHNSTON EL, Public, (972) 600-7700, KG, 5, 75062
482442002731, LEE EL, Public, (972) 600-7800, KG, 5, 75062
482442002733, MACARTHUR H S, Public, (972) 600-7200, 9, 12, 75062
482442002739, TRAVIS MIDDLE, Public, (972) 600-0100, 6, 8, 75062
480007007850, UNIVERSAL ACADEMY, Public, (972) 255-1800, PK, 12, 75062
480007008503, UNIVERSAL ACADEMY - FLOWER MOUND, Public, (972) 393-5834, KG, 12, 75062
01324181, HOLY FAMILY OF NAZARETH SCHOOL, Private, (972) 255-0205, PK, 8, 75062
A0303091, ISLAMIC SCHOOL OF IRVING, Private, (972) 812-2220, PK, 12, 75062
A9504062, MONTESSORI SCHOOL OF LAS COLINAS, Private, (972) 717-0417, PK, KG, 75062
AA001213, REDEEMER MONTESSORI SCHOOL, Private, (972) 257-3517, PK, 5, 75062
A9504036, THE HIGHLANDS SCHOOL, Private, (972) 554-1980, PK, 12, 75062
A0303151, THE SLOAN SCHOOL, Private, (972) 659-1199, PK, 5, 75062
A9708043, WESLEYAN ACADEME, Private, (972) 252-4733, PK, 5, 75062
481305007242, BUSH MIDDLE, Public, (972) 968-3700, 6, 8, 75063
481305010555, FREEMAN EL, Public, (972) 968-1700, KG, 5, 75063
481305007243, LANDRY EL, Public, (972) 968-2100, PK, 5, 75063
481305006231, LAS COLINAS EL, Public, (972) 968-2200, KG, 5, 75063
481305009190, RANCHVIEW H S, Public, (972) 968-5000, 9, 12, 75063
481521007263, VALLEY RANCH EL, Public, (214) 496-8500, PK, 5, 75063
A0702250, NEW AGE MONTESSORI SCHOOL OF VALLEY RANCH, Private, (972) 910-9730, PK, KG, 75063
A0903562, PIERCE PRIVATE DAY SCHOOL, Private, (972) 831-1199, PK, 2, 75063
A0903594, PRIMROSE SCHOOL OF VALLEY RANCH, Private, (972) 409-9577, KG, KG, 75063
483510003954, ALDRIDGE EL, Public, (469) 752-0000, KG, 5, 75080
483702004123, ARAPAHO CLASSICAL MAGNET, Public, (469) 593-6400, KG, 6, 75080
483702004128, CANYON CREEK EL, Public, (469) 593-6500, PK, 6, 75080
483702004131, DOVER EL, Public, (469) 593-4200, PK, 6, 75080
483702004134, GREENWOOD HILLS EL, Public, (469) 593-6100, KG, 6, 75080
483702004141, MOHAWK EL, Public, (469) 593-6600, PK, 6, 75080
483702004144, NORTHRICH EL, Public, (469) 593-6200, PK, 6, 75080
483702004148, PEARCE H S, Public, (469) 593-5000, 9, 12, 75080
483702004149, PRAIRIE CREEK EL, Public, (469) 593-6300, KG, 6, 75080
483702009205, RICHARDSON ARTS/LAW/SCIENCE MAGNET, Public, (469) 593-3038, 9, 12, 75080
483702004151, RICHARDSON H S, Public, (469) 593-3000, 8, 12, 75080
483702004152, RICHARDSON HEIGHTS EL, Public, (469) 593-4400, PK, 6, 75080
483702004154, RICHARDSON NORTH J H, Public, (469) 593-5400, 7, 8, 75080
483702004156, RICHARDSON WEST J H, Public, (469) 593-3700, 7, 8, 75080
A0771721, ARMADILLOS TO ZEBRAS PRIVATE SCHOOL, Private, (972) 231-6998, PK, KG, 75080
01635539, CANYON CREEK CHRISTIAN ACADEMY, Private, (972) 231-4890, PK, 12, 75080
A9503987, DALLAS NORTH MONTESSORI SCHOOL, Private, (972) 669-3322, PK, 3, 75080
A9707962, FIRST UMC PRESCHOOL & KINDERGARTEN, Private, (972) 996-0125, PK, KG, 75080
01324126, ST PAUL THE APOSTLE SCHOOL, Private, (972) 235-3263, PK, 8, 75080
483702004122, APOLLO J H, Public, (469) 593-7900, 7, 8, 75081
483702004124, BERKNER H S, Public, (469) 593-7000, 9, 12, 75081
483702005582, CHRISTA MCAULIFFE LEARNING CENTER, Public, (469) 593-5800, 3, 12, 75081
483702004129, DARTMOUTH EL, Public, (469) 593-8400, PK, 6, 75081
480023609188, EVOLUTION ACADEMY CHARTER SCHOOL, Public, (972) 907-3755, 9, 12, 75081
483702004136, JESS HARBEN EL, Public, (469) 593-8800, PK, 6, 75081
483702004163, MARK TWAIN EL, Public, (469) 593-4800, PK, 6, 75081
483702006975, MATH/SCIENCE/TECH MAGNET, Public, (469) 593-7300, KG, 6, 75081
483702007580, P A S S LEARNING CTR, Public, (469) 593-5800, 8, 11, 75081
483702004155, RICHARDSON TERRACE EL, Public, (469) 593-8700, PK, 6, 75081
483702004157, RICHLAND EL, Public, (469) 593-4650, PK, 6, 75081
483702004161, SPRINGRIDGE EL, Public, (469) 593-8600, KG, 6, 75081
483702004167, YALE EL, Public, (469) 593-8300, KG, 6, 75081
A0503421, I A N T QUR'ANIC ACADEMY, Private, (972) 231-5698, KG, 12, 75081
AA001216, NORTH DALLAS ADVENTIST ACADEMY, Private, (972) 234-6322, PK, 12, 75081
A0702258, PEACE ACADEMY, Private, (972) 480-0008, PK, 8, 75081
A0503481, ST JOSEPH CATHOLIC SCHOOL, Private, (972) 234-4679, KG, 8, 75081
02060501, THE ALEXANDER SCHOOL, Private, (972) 690-9210, 8, 12, 75081
483510006956, MILLER EL, Public, (469) 752-2700, KG, 5, 75082
483510011177, SCHELL EL, Public, (469) 752-6600, KG, 5, 75082
483510008735, STINSON EL, Public, (469) 752-3400, KG, 5, 75082
A0903489, BRECKINRIDGE MONTESSORI SCHOOL, Private, (972) 664-1177, PK, 1, 75082
A0903568, PRIMROSE SCHOOL OF BRECKINRIDGE PARK, Private, (972) 671-5437, PK, KG, 75082
481323008182, JJAEP, Public, (972) 293-4504, 8, 12, 75083
482034007574, P A S S LEARNING CTR, Public, (972) 494-8382, 7, 12, 75083
482034005993, BACK EL, Public, (972) 475-1884, PK, 5, 75088
482034002019, COYLE MIDDLE, Public, (972) 475-3711, 6, 8, 75088
483765006604, DORIS CULLINS-LAKE POINTE EL, Public, (972) 412-3070, KG, 6, 75088
482034006553, HERFURTH EL, Public, (972) 475-7994, KG, 5, 75088
482034006935, KATHERINE STEPHENS EL, Public, (972) 463-5790, PK, 5, 75088
482034021208, KEELEY EL, Public, (972) 412-2140, PK, 5, 75088
482034010589, NITA PEARSON ELEMENTARY, Public, (972) 463-7568, PK, 5, 75088
482034007257, NORMA DORSEY EL, Public, (972) 463-5595, PK, 5, 75088
482034005727, ROWLETT EL, Public, (972) 475-3380, PK, 5, 75088
482034007256, ROWLETT H S, Public, (972) 463-8690, 9, 12, 75088
482034008185, STEADHAM EL, Public, (972) 463-5887, PK, 5, 75088
A0503409, GENESIS CHRISTIAN EDUCATIONAL INSTITUTE, Private, (972) 475-2956, KG, KG, 75088
A0109449, ROCKWALL CHRISTIAN ACADEMY, Private, (972) 412-8266, PK, 12, 75088
482034011551, LIBERTY GROVE ELEMENTARY, Public, (972) 487-4416, PK, 5, 75089
482034007858, VERNON SCHRADE MIDDLE, Public, (972) 463-8790, 6, 8, 75089
480020211185, WINFREE ACADEMY NORTH RICHLAND HILLS, Public, (972) 869-3250, 9, 12, 75089
A0771842, PRIMROSE SCHOOL OF ROWLETT, Private, (972) 463-2655, PK, KG, 75089
484653012331, 3RD H S, Public, (972) 429-3000, N ,N ,75098
484653007224, AB HARRISON INT, Public, (972) 429-3300, 5, 6, 75098
484653011178, ACHIEVE ACADEMY, Public, (972) 429-2395, 2, 12, 75098
484653010519, CHERI COX EL, Public, (972) 429-2500, KG, 4, 75098
484653007837, COLLIN CO J J A E P, Public, (972) 429-3000, 8,8,75098
484653010518, DAVIS INTERMEDIATE SCHOOL, Public, (972) 429-3325, 5, 6, 75098
484653008154, DODD EL, Public, (972) 429-3440, KG, 4, 75098
484653011373, DON WHITT EL, Public, (972) 429-2560, KG, 4, 75098
484653011180, DR AL DRAPER INTERMED, Public, (972) 429-3350, 5, 6, 75098
484653009651, FRANK MCMILLAN JUNIOR HIGH SCHOOL, Public, (972) 429-3225, 7, 8, 75098
484653005296, GRADY BURNETT JUNIOR HIGH SCHOOL, Public, (972) 429-3200, 7, 8, 75098
484653006634, P M AKIN EL, Public, (972) 429-3400, KG, 4, 75098
484653005294, R F HARTMAN EL, Public, (972) 429-3480, PK, 4, 75098
484653009176, R V GROVES EL, Public, (972) 429-3460, KG, 4, 75098
484653011179, RAYMOND B COOPER J H, Public, (972) 429-3250, 7, 8, 75098
484653010521, RITA SMITH EL, Public, (972) 429-2540, KG, 4, 75098
484653006195, T F BIRMINGHAM EL, Public, (972) 429-3420, KG, 4, 75098
484653010520, TIBBALS EL, Public, (972) 429-2520, KG, 4, 75098
484653012333, WALLY WATKINS EL, Public, (972) 429-2580, KG, 4, 75098
484653011511, WYLIE EAST H S, Public, (972) 429-3150, 9, 11, 75098
484653005295, WYLIE H S, Public, (972) 429-3100, 9, 12, 75098
A9703318, FIRST BAPTIST SCHOOL OF WYLIE, Private, (972) 442-0416, PK, KG, 75098
A0303161, WYLIE PREPARATORY ACADEMY, Private, (972) 442-1388, 1, 12, 75098
481323006664, BELT LINE INT, Public, (972) 291-2583, 5, 6, 75104
