240033001429, CENTERVILLE ELEMENTARY, 3601 CARRIAGE HILL DR, FREDERICK, MD 21704, (240) 566-0100, ξξ-ξξFREDERICK COUNTY COUNTY, Public, KG,5,,
240069001311, PINEHURST ELEMENTARY, 520 S PINEHURST AVE, SALISBURY, MD 21801, (410) 677-5810, ξξ-ξξWICOMICO COUNTY COUNTY, Public, PK,5,,
240069001145, SALISBURY MIDDLE, 607 MORRIS ST, SALISBURY, MD 21801, (410) 677-5149, ξξ-ξξWICOMICO COUNTY COUNTY, Public,6,8,,
240069001317, WEST SALISBURY ELEMENTARY, 1321 WEST RD, SALISBURY, MD 21801, (410) 677-5816, ξξ-ξξWICOMICO COUNTY COUNTY, Public, PK,2,,
K9303088, ASBURY CHILD DEVELOPMENT CENTER, 1401 CAMDEN AVE, SALISBURY, MD 21801, (410) 742-7058, ξξ-ξξWICOMICO COUNTY, Private, PK,KG,,
A0301733, HOPE CREEK YOUTH & FAMILY CENTER2336,  GODDARD PKWY, SALISBURY, MD 21801, (410) 623-2122, ξξ-ξξSOMERSET COUNTY, Private,2,5,,
1604307, ST FRANCIS DE SALES CATHOLIC SCHOOL, 500 CAMDEN AVE, SALISBURY, MD 21801, (410) 749-9907, ξξ-ξξWICOMICO COUNTY, Private, KG,8,,
240069001088, WICOMICO COUNTY EVENING HIGH, 201 LONG AVE, SALISBURY, MD 21802, (410) 677-4537, ξξ-ξξWICOMICO COUNTY COUNTY, Public,9,12,,
240069001298, BEAVER RUN SCHOOL, 31481 OCEAN CITY RD, SALISBURY, MD 21804, (410) 677-5101, ξξ-ξξWICOMICO COUNTY COUNTY, Public, PK,2,,
240069001299, BENNETT MIDDLE, 200 E COLLEGE AVE, SALISBURY, MD 21804, (410) 677-5140, ξξ-ξξWICOMICO COUNTY COUNTY, Public,6,8,,
240069001301, EAST SALISBURY ELEMENTARY, 1201 OLD OCEAN CITY RD, SALISBURY, MD 21804, (410) 677-5803, ξξ-ξξWICOMICO COUNTY COUNTY, Public,3,5,,
240069001304, GLEN AVENUE SCHOOL, 1615 GLEN AVE, SALISBURY, MD 21804, (410) 677-5806, ξξ-ξξWICOMICO COUNTY COUNTY, Public,3,5,,
240069001305, JAMES M. BENNETT HIGH, 300 E COLLEGE AVENUE, SALISBURY, MD 21804, (410) 677-5141, ξξ-ξξWICOMICO COUNTY COUNTY, Public,9,12,,
240069001309, PARKSIDE HIGH, 1015 BEAGLIN PARK DR, SALISBURY, MD 21804, (410) 677-5143, ξξ-ξξWICOMICO COUNTY COUNTY, Public,9,12,,
240069001314, PRINCE STREET SCHOOL, 400 PRINCE STREET, SALISBURY, MD 21804, (410) 677-5813, ξξ-ξξWICOMICO COUNTY COUNTY, Public, PK,5,,
240069001320, WICOMICO HIGH, 201 LONG AVENUE, SALISBURY, MD 21804, (410) 677-5146, ξξ-ξξWICOMICO COUNTY COUNTY, Public,9,12,,
240069001319, WICOMICO MIDDLE, 635 E MAIN ST, SALISBURY, MD 21804, (410) 677-5145, ξξ-ξξWICOMICO COUNTY COUNTY, Public,6,8,,
AA000487, FAITH BAPTIST SCHOOL, 30505 DAGSBORO RD, SALISBURY, MD 21804, (410) 742-9516, ξξ-ξξWICOMICO COUNTY, Private, PK,12,,
2032992, SALISBURY BAPTIST ACADEMY, 6413 HOBBS RD, SALISBURY, MD 21804, (410) 546-4455, ξξ-ξξWICOMICO COUNTY, Private, KG,11,,
579947, SALISBURY CHRISTIAN SCHOOL, 807 PARKER RD, SALISBURY, MD 21804, (410) 546-0661, ξξ-ξξWICOMICO COUNTY, Private, PK,12,,
A9701908, TENDERHEART CHILD CARE, 31690 WINTERPLACE PKWY, SALISBURY, MD 21804, (410) 742-9799, ξξ-ξξWICOMICO COUNTY, Private, PK,KG,,
581435, THE SALISBURY SCHOOL, 6279 HOBBS RD, SALISBURY, MD 21804, (410) 742-4464, ξξ-ξξWICOMICO COUNTY, Private, PK,12,,
K9303089, WICOMICO DAY SCHOOL, 1315 OLD OCEAN CITY RD, SALISBURY, MD 21804, (410) 546-5451, ξξ-ξξWICOMICO COUNTY, Private, PK,8,,
240072001323, BERLIN INTERMEDIATE, 309 FRANKLIN AVE, BERLIN, MD 21811, (410) 632-5320, ξξ-ξξWORCESTER COUNTY COUNTY, Public,4,6,,
240072001325, BUCKINGHAM ELEMENTARY, 100 BUCKINGHAM RD, BERLIN, MD 21811, (410) 632-5300, ξξ-ξξWORCESTER COUNTY COUNTY, Public, PK,4,,
240072001498, SHOWELL ELEMENTARY, 11318 SHOWELL SCHOOL RD, BERLIN, MD 21811, (410) 632-5350, ξξ-ξξWORCESTER COUNTY COUNTY, Public, PK,3,,
240072001335, STEPHEN DECATUR HIGH, 9913 SEAHAWK RD, BERLIN, MD 21811, (410) 641-2171, ξξ-ξξWORCESTER COUNTY COUNTY, Public,9,12,,
240072000880, STEPHEN DECATUR MIDDLE, 9815 SEAHAWK RD, BERLIN, MD 21811, (410) 641-2846, ξξ-ξξWORCESTER COUNTY COUNTY, Public,7,8,,
A0509093, MOST BLESSED SACRAMENT CATHOLIC SCHOOL, 11242 RACETRACK RD, BERLIN, MD 21811, (410) 208-1600, ξξ-ξξWORCESTER COUNTY, Private, PK,8,,
579889, WORCESTER PREPARATORY SCHOOL, PO BOX 1006, BERLIN, MD 21811, (410) 641-3575, ξξ-ξξWORCESTER COUNTY, Private, PK,12,,
240057001535, CARTER G WOODSON ELEMENTARY, 281A WOODSON SCHOOL RD, CRISFIELD, MD 21817, (410) 968-1295, ξξ-ξξSOMERSET COUNTY COUNTY, Public, PK,5,,
240057001201, CRISFIELD ACADEMY AND HIGH SCHOOL, 210 N SOMERSET AVENUE, CRISFIELD, MD 21817, (410) 968-0150, ξξ-ξξSOMERSET COUNTY COUNTY, Public,8,12,,
2032959, CRISFIELD CHRISTIAN ACADEMY, 134 MARYLAND AVE, CRISFIELD, MD 21817, (410) 968-0995, ξξ-ξξSOMERSET COUNTY, Private,1,12,,
240057001202, DEAL ISLAND SCHOOL, 23275 LOLA WHEATLEY RD, DEAL ISLAND, MD 21821, (410) 784-2449, ξξ-ξξSOMERSET COUNTY COUNTY, Public, PK,5,,
240057001203, EWELL SCHOOL, 4005 SMITH ISLAND RD, EWELL, MD 21824, (410) 968-0534, ξξ-ξξSOMERSET COUNTY COUNTY, Public, KG,5,,
240069001303, FRUITLAND INTERMEDIATE, 208 W MAIN ST, FRUITLAND, MD 21826, (410) 677-5805, ξξ-ξξWICOMICO COUNTY COUNTY, Public,3,5,,
240069001151, FRUITLAND PRIMARY, 301 N DIVISION ST, FRUITLAND, MD 21826, (410) 677-5171, ξξ-ξξWICOMICO COUNTY COUNTY, Public, PK,2,,
A0104052, STEPPING STONES LEARNING ACADEMY, 402 W MAIN ST, FRUITLAND, MD 21826, (410) 341-7668, ξξ-ξξWICOMICO COUNTY, Private, PK,10,,
240069001149, WESTSIDE INTERMEDIATE, 8000 QUANTICO RD, HEBRON, MD 21830, (410) 677-5118, ξξ-ξξWICOMICO COUNTY COUNTY, Public,2,5,,
240069001306, MARDELA MIDDLE & HIGH2494, 0 DELMAR RD, MARDELA SPRINGS, MD 21837, (410) 677-5142, ξξ-ξξWICOMICO COUNTY COUNTY, Public,6,12,,
240069001308, NORTHWESTERN ELEMENTARY, 9975 SHARPTOWN RD, MARDELA SPRINGS, MD 21837, (410) 677-5808, ξξ-ξξWICOMICO COUNTY COUNTY, Public, PK,5,,
A0701166, BARREN CREEK CHRISTIAN ACADEMY, 25845 OCEAN GTWY, MARDELA SPRINGS, MD 21837, (410) 341-0023, ξξ-ξξWICOMICO COUNTY, Private, KG,12,,
240072001091, WORCESTER TECHNICAL HIGH SCHOOL, 6268 WORCESTER HWY, NEWARK, MD 21841, (410) 632-5050, ξξ-ξξWORCESTER COUNTY COUNTY, Public,9,12,,
240072001327, OCEAN CITY ELEMENTARY, 12828 CENTER DR, OCEAN CITY, MD 21842, (410) 632-5370, ξξ-ξξWORCESTER COUNTY COUNTY, Public, PK,4,,
A9103272, SALISBURY MENNONITE SCHOOL, 31953 DAGSBORO RD, PARSONSBURG, MD 21849, (410) 749-7932, ξξ-ξξWICOMICO COUNTY, Private,1,8,,
240069001312, PITTSVILLE ELEMENTARY & MIDDLE3440, 4 OLD OCEAN CITY RD, PITTSVILLE, MD 21850, (410) 677-5811, ξξ-ξξWICOMICO COUNTY COUNTY, Public,3,8,,
240072001328, POCOMOKE ELEMENTARY, 2119 POCOMOKE BELTWAY, POCOMOKE CITY, MD 21851, (410) 632-5130, ξξ-ξξWORCESTER COUNTY COUNTY, Public, PK,3,,
240072001330, POCOMOKE HIGH, 1817 OLD VIRGINIA RD, POCOMOKE CITY, MD 21851, (410) 632-5180, ξξ-ξξWORCESTER COUNTY COUNTY, Public,9,12,,
240072001329, POCOMOKE MIDDLE, 800 8TH ST, POCOMOKE CITY, MD 21851, (410) 632-5150, ξξ-ξξWORCESTER COUNTY COUNTY, Public,4,8,,
240057001373, GREENWOOD ELEMENTARY SCHOOL, 11412 DRYDEN RD, PRINCESS ANNE, MD 21853, (410) 651-0931, ξξ-ξξSOMERSET COUNTY COUNTY, Public, PK,5,,
240057001374, PRINCESS ANNE ELEMENTARY, 11576 LANKFORD ST, PRINCESS ANNE, MD 21853, (410) 651-0481, ξξ-ξξSOMERSET COUNTY COUNTY, Public, PK,5,,
240057001213, WASHINGTON ACADEMY AND HIGH SCHOOL, 10902 OLD PRINCESS ANNE RD, PRINCESS ANNE, MD 21853, (410) 651-0480, ξξ-ξξSOMERSET COUNTY COUNTY, Public,8,12,,
240069001318, WESTSIDE PRIMARY, 6046 QUANTICO RD, QUANTICO, MD 21856, (410) 677-5117, ξξ-ξξWICOMICO COUNTY COUNTY, Public, PK,1,,
240072001326, CEDAR CHAPEL SPECIAL SCHOOL, 510 COULBOURNE LN, SNOW HILL, MD 21863, (410) 632-5230, ξξ-ξξWORCESTER COUNTY COUNTY, Public, KG,12,,
240072001332, SNOW HILL ELEMENTARY, 515 COULBOURNE LN, SNOW HILL, MD 21863, (410) 632-5210, ξξ-ξξWORCESTER COUNTY COUNTY, Public, PK,3,,
240072001334, SNOW HILL HIGH, 305 S CHURCH ST, SNOW HILL, MD 21863, (410) 632-5270, ξξ-ξξWORCESTER COUNTY COUNTY, Public,9,12,,
240072001333, SNOW HILL MIDDLE, 522 COULBOURNE LN, SNOW HILL, MD 21863, (410) 632-5240, ξξ-ξξWORCESTER COUNTY COUNTY, Public,4,8,,
A9103274, SNOW HILL MENNONITE SCHOOL, 5927 WORCESTER HWY, SNOW HILL, MD 21863, (410) 632-3252, ξξ-ξξWORCESTER COUNTY, Private,1,11,,
240030000624, VIENNA ELEMENTARY SCHOOL, 4905 OCEAN GATEWAY, VIENNA, MD 21869, (410) 376-3151, ξξ-ξξDORCHESTER COUNTY COUNTY, Public, PK,5,,
240057001083, J. M. TAWES VOCATIONAL CENTER, 7982 TAWES CAMPUS ROAD, WESTOVER, MD 21871, (410) 651-2285, ξξ-ξξSOMERSET COUNTY COUNTY, Public,9,12,,
240057001377, SOMERSET 6/7 INTERMEDIATE SCHOOL, 7970 TAWES CAMPUS ROAD, WESTOVER, MD 21871, (410) 621-0161, ξξ-ξξSOMERSET COUNTY COUNTY, Public,6,7,,
240069001322, WILLARDS ELEMENTARY, 36161 RICHLAND RD, WILLARDS, MD 21874, (410) 677-5819, ξξ-ξξWICOMICO COUNTY COUNTY, Public, PK,2,,
240069001300, DELMAR ELEMENTARY, 811 S SECOND STREET, DELMAR, MD 21875, (410) 677-5178, ξξ-ξξWICOMICO COUNTY COUNTY, Public, PK,4,,
240024000557, BAY VIEW ELEMENTARY, 910 NORTH EAST RD, NORTH EAST, MD 21901, (410) 996-6230, ξξ-ξξCECIL COUNTY COUNTY, Public, PK,5,,
240024000984, CECIL COUNTY SCHOOL OF TECHNOLOGY, 900 NORTH EAST RD, NORTH EAST, MD 21901, (410) 996-6250, ξξ-ξξCECIL COUNTY COUNTY, Public,9,12,,
240024000573, NORTH EAST ELEMENTARY, 301 THOMAS AVE, NORTH EAST, MD 21901, (410) 996-6220, ξξ-ξξCECIL COUNTY COUNTY, Public, PK,5,,
240024000575, NORTH EAST HIGH, 300 IRISHTOWN RD, NORTH EAST, MD 21901, (410) 996-6200, ξξ-ξξCECIL COUNTY COUNTY, Public,9,12,,
240024000574, NORTH EAST MIDDLE, 200 E CECIL AVE, NORTH EAST, MD 21901, (410) 996-6210, ξξ-ξξCECIL COUNTY COUNTY, Public,6,8,,
240024090469, RISING SUN HIGH, 100 TIGER DR, NORTH EAST, MD 21901, (410) 658-9115, ξξ-ξξCECIL COUNTY COUNTY, Public,9,12,,
A0901663, ELIJAH SCHOOL, 245 OLD ZION RD, NORTH EAST, MD 21901, (410) 658-2244, ξξ-ξξCECIL COUNTY, Private,7,10,,
580158, THE TOME SCHOOL, 581 S MARYLAND AVE, NORTH EAST, MD 21901, (410) 287-2050, ξξ-ξξCECIL COUNTY, Private, KG,12,,
240024000576, PERRYVILLE ELEMENTARY, 901 MAYWOOD AVE, PERRYVILLE, MD 21903, (410) 996-6020, ξξ-ξξCECIL COUNTY COUNTY, Public, PK,5,,
240024000577, PERRYVILLE HIGH, 1696 PERRYVILLE RD, PERRYVILLE, MD 21903, (410) 996-6000, ξξ-ξξCECIL COUNTY COUNTY, Public,9,12,,
240024000578, PERRYVILLE MIDDLE, 850 AIKEN AVE, PERRYVILLE, MD 21903, (410) 996-6010, ξξ-ξξCECIL COUNTY COUNTY, Public,6,8,,
1604249, GOOD SHEPHERD CATHOLIC SCHOOL, 800 AIKEN AVE, PERRYVILLE, MD 21903, (410) 642-6265, ξξ-ξξCECIL COUNTY, Private, PK,8,,
581515, SUSQUEHANNA ADVENTIST SCHOOL, 36 BLYTHEDALE RD, PERRYVILLE, MD 21903, (410) 378-4343, ξξ-ξξCECIL COUNTY, Private,3,8,,
240024000556, BAINBRIDGE ELEMENTARY, 41 PRESTON DR, PORT DEPOSIT, MD 21904, (410) 996-6030, ξξ-ξξCECIL COUNTY COUNTY, Public, PK,5,,
K9303094, LIGHTHOUSE CHRISTIAN ACADEMY, 7 PLEASANTVIEW CHURCH RD, PORT DEPOSIT, MD 21904, (410) 378-3279, ξξ-ξξCECIL COUNTY, Private, KG,12,,
240024000559, CALVERT ELEMENTARY, 79 BRICK MEETINGHOUSE RD, RISING SUN, MD 21911, (410) 658-5335, ξξ-ξξCECIL COUNTY COUNTY, Public, KG,5,,
240024000579, RISING SUN ELEMENTARY, 500 HOPEWELL RD, RISING SUN, MD 21911, (410) 658-5925, ξξ-ξξCECIL COUNTY COUNTY, Public, PK,5,,
240024000580, RISING SUN MIDDLE SCHOOL, 289 PEARL STREET, RISING SUN, MD 21911, (410) 658-5535, ξξ-ξξCECIL COUNTY COUNTY, Public,6,8,,
240024000562, CECILTON ELEMENTARY, 251 W MAIN ST, CECILTON, MD 21913, (410) 275-1000, ξξ-ξξCECIL COUNTY COUNTY, Public, PK,5,,
240024000563, CHARLESTOWN ELEMENTARY, 550 BALTIMORE STREET, CHARLESTOWN, MD 21914, (410) 996-6240, ξξ-ξξCECIL COUNTY COUNTY, Public, PK,5,,
240024000558, BOHEMIA MANOR HIGH, 2755 AUGUSTINE HERMAN HWY, CHESAPEAKE CITY, MD 21915, (410) 885-2075, ξξ-ξξCECIL COUNTY COUNTY, Public,9,12,,
240024000791, BOHEMIA MANOR MIDDLE, 2757 AUGUSTINE HERMAN HWY, CHESAPEAKE CITY, MD 21915, (410) 885-2095, ξξ-ξξCECIL COUNTY COUNTY, Public,6,8,,
240024000565, CHESAPEAKE CITY ELEMENTARY, PO BOX 180, CHESAPEAKE CITY, MD 21915, (410) 885-2085, ξξ-ξξCECIL COUNTY COUNTY, Public, KG,5,,
1604282, MOUNT AVIAT ACADEMY, PO BOX 85, CHILDS, MD 21916, (410) 398-2206, ξξ-ξξCECIL COUNTY, Private, PK,8,,
580114, WEST NOTTINGHAM ACADEMY, 1079 FIRETOWER RD, COLORA, MD 21917, (410) 658-0214, ξξ-ξξCECIL COUNTY, Private,9,12,,
240024000566, CONOWINGO ELEMENTARY, 471 ROWLANDSVILLE RD, CONOWINGO, MD 21918, (410) 996-6040, ξξ-ξξCECIL COUNTY COUNTY, Public, PK,5,,
240024000560, CECIL MANOR ELEMENTARY, 971 ELK MILLS RD, ELKTON, MD 21921, (410) 996-5090, ξξ-ξξCECIL COUNTY COUNTY, Public, PK,5,,
240024000564, CHERRY HILL MIDDLE, 2535 SINGERLY RD, ELKTON, MD 21921, (410) 996-5020, ξξ-ξξCECIL COUNTY COUNTY, Public,6,8,,
240024090468, ELK NECK ELEMENTARY, 41 RACINE SCHOOL RD, ELKTON, MD 21921, (410) 996-5030, ξξ-ξξCECIL COUNTY COUNTY, Public, KG,5,,
240024000568, ELKTON HIGH, 110 JAMES ST, ELKTON, MD 21921, (410) 996-5000, ξξ-ξξCECIL COUNTY COUNTY, Public,9,12,,
240024000567, ELKTON MIDDLE, 615 NORTH ST, ELKTON, MD 21921, (410) 996-5010, ξξ-ξξCECIL COUNTY COUNTY, Public,6,8,,
240024000569, GILPIN MANOR ELEMENTARY, 203 NEWARK AVE, ELKTON, MD 21921, (410) 996-5040, ξξ-ξξCECIL COUNTY COUNTY, Public, PK,5,,
240024000570, HOLLY HALL ELEMENTARY, 233 WHITE HALL RD, ELKTON, MD 21921, (410) 996-5050, ξξ-ξξCECIL COUNTY COUNTY, Public, PK,5,,
240024001491, KENMORE ELEMENTARY, 2475 SINGERLY RD, ELKTON, MD 21921, (410) 996-5060, ξξ-ξξCECIL COUNTY COUNTY, Public, KG,5,,
240024000572, LEEDS ELEMENTARY, 615 DEAVER RD, ELKTON, MD 21921, (410) 996-5070, ξξ-ξξCECIL COUNTY COUNTY, Public, PK,5,,
240024000581, THOMSON ESTATES ELEMENTARY, 203 E THOMSON DR, ELKTON, MD 21921, (410) 996-5080, ξξ-ξξCECIL COUNTY COUNTY, Public, PK,5,,
580996, ELKTON CHRISTIAN ACADEMY, 144 APPLETON RD, ELKTON, MD 21921, (410) 398-6444, ξξ-ξξCECIL COUNTY, Private, PK,12,,
A0701199, HIGH ROAD SCHOOL OF CECIL COUNTY - ELKTON, 107 CHESAPEAKE BLVD STE 104, ELKTON, MD 21921, (410) 398-6900, ξξ-ξξCECIL COUNTY, Private,6,12,,
A0901696, HOLINESS CHRISTIAN ACADEMY, 30 DOGWOOD RD, ELKTON, MD 21921, (410) 392-4520, ξξ-ξξCECIL COUNTY, Private,2,10,,
1604271, IMMACULATE CONCEPTION SCHOOL, 452 BOW ST, ELKTON, MD 21921, (410) 398-2636, ξξ-ξξCECIL COUNTY, Private, KG,8,,
A9902309, SHOREHAVEN SCHOOL, 1040 SINGERLY RD, ELKTON, MD 21921, (410) 398-1800, ξξ-ξξCECIL COUNTY, Private, Ungraded,Ungraded,,
510126000423, ANNANDALE HIGH, 4700 MEDFORD DR, ANNANDALE, VA 22003, (703) 642-4100, ξξ-ξξFAIRFAX COUNTY COUNTY, Public,9,12,,
510126000424, ANNANDALE TERRACE ELEM, 7604 HERALD ST, ANNANDALE, VA 22003, (703) 658-5600, ξξ-ξξFAIRFAX COUNTY COUNTY, Public, PK,5,,
510126000431, BRADDOCK ELEM, 7825 HERITAGE DR, ANNANDALE, VA 22003, (703) 914-7300, ξξ-ξξFAIRFAX COUNTY COUNTY, Public, PK,5,,
510126002752, CAMELOT CTR., 8100 GUINEVERE DR, ANNANDALE, VA 22003, (703) 645-7100, ξξ-ξξFAIRFAX COUNTY COUNTY, Public, N ,N ,,
510126000439, CAMELOT ELEM, 8100 GUINEVERE DR, ANNANDALE, VA 22003, (703) 645-7000, ξξ-ξξFAIRFAX COUNTY COUNTY, Public, PK,6,,
510126000441, CANTERBURY WOODS ELEM, 4910 WILLET DR, ANNANDALE, VA 22003, (703) 764-5600, ξξ-ξξFAIRFAX COUNTY COUNTY, Public, PK,6,,
510126000452, COLUMBIA ELEM, 6720 ALPINE DR, ANNANDALE, VA 22003, (703) 916-2500, ξξ-ξξFAIRFAX COUNTY COUNTY, Public, PK,5,,
510126000557, POE MIDDLE, 7000 CINDY LN, ANNANDALE, VA 22003, (703) 813-3800, ξξ-ξξFAIRFAX COUNTY COUNTY, Public,6,8,,
1432186, HOLY SPIRIT SCHOOL, 8800 BRADDOCK RD, ANNANDALE, VA 22003, (703) 978-7117, ξξ-ξξFAIRFAX COUNTY, Private, PK,8,,
1432641, HOPE MONTESSORI SCHOOL LTD, 4614 RAVENSWORTH RD, ANNANDALE, VA 22003, (703) 941-6836, ξξ-ξξFAIRFAX COUNTY, Private, PK,KG,,
1432594, KENWOOD SCHOOL, 4955 SUNSET LN, ANNANDALE, VA 22003, (703) 256-4711, ξξ-ξξFAIRFAX COUNTY, Private, PK,6,,
2064084, MONTESSORI SCHOOL OF NORTHERN VIRGINIA, 6820 PACIFIC LN, ANNANDALE, VA 22003, (703) 256-9577, ξξ-ξξFAIRFAX COUNTY, Private, PK,6,,
1433306, OAKWOOD SCHOOL, 7210 BRADDOCK RD, ANNANDALE, VA 22003, (703) 941-5788, ξξ-ξξFAIRFAX COUNTY, Private, Ungraded,Ungraded,,
1433292, PHILLIPS SCHOOL-ANNANDALE, 7010 BRADDOCK RD, ANNANDALE, VA 22003, (703) 941-8810, ξξ-ξξFAIRFAX COUNTY, Private,2,12,,
1432754, PINECREST SCHOOL, 7209 QUIET COVE, ANNANDALE, VA 22003, (703) 354-3446, ξξ-ξξFAIRFAX COUNTY, Private, PK,6,,
A9703497, ST AMBROSE SCHOOL, 3827 WOODBURN RD, ANNANDALE, VA 22003, (703) 698-7171, ξξ-ξξFAIRFAX COUNTY, Private, KG,8,,
1432277, ST MICHAEL SCHOOL, 7401 SAINT MICHAELS LN, ANNANDALE, VA 22003, (703) 256-1222, ξξ-ξξFAIRFAX COUNTY, Private, KG,8,,
1433237, WESTMINSTER SCHOOL/HEAD, 3819 GALLOWS RD, ANNANDALE, VA 22003, (703) 256-3620, ξξ-ξξFAIRFAX COUNTY, Private, KG,8,,
510126002825, A L C AT TERRA CENTRE, 6000 BURKE CENTER PKWY., BURKE, VA 22015, (703) 249-1400, ξξ-ξξFAIRFAX COUNTY COUNTY, Public, N ,N ,,
510126002032, BURKE CENTER, 9645 BURKE LAKE RD, BURKE, VA 22015, (703) 426-7300, ξξ-ξξFAIRFAX COUNTY COUNTY, Public, N ,N ,,
510126001992, CHERRY RUN ELEM, 9732 IRONMASTER DR, BURKE, VA 22015, (703) 923-2800, ξξ-ξξFAIRFAX COUNTY COUNTY, Public, PK,6,,
510126000516, LAKE BRADDOCK SECONDARY, 9200 BURKE LAKE RD, BURKE, VA 22015, (703) 426-1000, ξξ-ξξFAIRFAX COUNTY COUNTY, Public,7,12,,
510126001842, TERRA CENTRE ELEM, 6000 BURKE CENTER PKWY, BURKE, VA 22015, (703) 249-1400, ξξ-ξξFAIRFAX COUNTY COUNTY, Public, PK,6,,
510126001843, WHITE OAKS ELEM, 6130 SHIPLETT BLVD, BURKE, VA 22015, (703) 923-1400, ξξ-ξξFAIRFAX COUNTY COUNTY, Public, PK,6,,
A9708142, KIDDIE COUNTRY DEVELOPMENT LEARNING CENTER II, 9601 OLD KEENE MILL RD, BURKE, VA 22015, (703) 644-0066, ξξ-ξξFAIRFAX COUNTY, Private, KG,KG,,
A9703479, NATIVITY CATHOLIC SCHOOL, 6398 NATIVITY LN, BURKE, VA 22015, (703) 455-2300, ξξ-ξξFAIRFAX COUNTY, Private, PK,8,,
A9106640, NORTHERN VIRGINIA ACADEMY, 6215 ROBERTS PKWY, BURKE, VA 22015, (703) 239-0875, ξξ-ξξFAIRFAX COUNTY, Private, KG,KG,,
510313002039, A. HENDERSON ELEM., 3799 WATERWAY DR, DUMFRIES, VA 22025, (703) 670-2885, ξξ-ξξPRINCE WILLIAM COUNTY COUNTY, Public, PK,5,,
510313000192, MONTCLAIR ELEM., 4920 TALLOWWOOD DR, DUMFRIES, VA 22025, (703) 730-1072, ξξ-ξξPRINCE WILLIAM COUNTY COUNTY, Public, PK,5,,
510313001292, DUMFRIES ELEM., 3990 CAMERON ST, DUMFRIES, VA 22026, (703) 221-3101, ξξ-ξξPRINCE WILLIAM COUNTY COUNTY, Public, PK,5,,
510313001303, JOHN F. PATTIE SR. ELEM., 16125 DUMFRIES RD, DUMFRIES, VA 22026, (703) 670-3173, ξξ-ξξPRINCE WILLIAM COUNTY COUNTY, Public, PK,5,,
510313002455, MARY WILLIAMS ELEM., 3100 PANTHER PRIDE DRIVE, DUMFRIES, VA 22026, (703) 445-8376, ξξ-ξξPRINCE WILLIAM COUNTY COUNTY, Public, PK,5,,
510313001857, POTOMAC HIGH, 3401 PANTHER PRIDE DRIVE, DUMFRIES, VA 22026, (703) 441-4200, ξξ-ξξPRINCE WILLIAM COUNTY COUNTY, Public,9,12,,
510313002584, POTOMAC MIDDLE, 3130 PANTHER PRIDE DRIVE, DUMFRIES, VA 22026, (703) 221-4996, ξξ-ξξPRINCE WILLIAM COUNTY COUNTY, Public,6,8,,
510313002305, SWANS CREEK ELEM., 17700 WAYSIDE DR., DUMFRIES, VA 22026, (703) 445-0930, ξξ-ξξPRINCE WILLIAM COUNTY COUNTY, Public, PK,5,,
A0990136, POPE PAUL THE GREAT CATHOLIC HIGH SCHOOL, 17700 DOMINICAN DR, DUMFRIES, VA 22026, (703) 445-0300, ξξ-ξξPRINCE WILLIAM COUNTY, Private,9,11,,
510126002406, DUNN LORING E.C. RESOURCE CTR., 2334 GALLOWS RD, DUNN LORING, VA 22027, (703) 876-5291, ξξ-ξξFAIRFAX COUNTY COUNTY, Public, PK,PK,,
510126002408, SECONDARY HEAD START CENTERS, 2334 GALLOWS RD, DUNN LORING, VA 22027, (703) 277-6722, ξξ-ξξFAIRFAX COUNTY COUNTY, Public, N ,N ,,
A0109848, HOLLY BROOK MONTESSORI SCHOOL, 2455 GALLOWS RD, DUNN LORING, VA 22027, (703) 573-7800, ξξ-ξξFAIRFAX COUNTY, Private, PK,KG,,
510126002530, DANIELS RUN ELEM, 3705 OLD LEE HWY, FAIRFAX, VA 22030, (703) 279-8400, ξξ-ξξFAIRFAX CITY COUNTY, Public, PK,6,,
510126002496, EAGLE VIEW ELEM, 4500 DIXIE HILL ROAD, FAIRFAX, VA 22030, (703) 322-3100, ξξ-ξξFAIRFAX COUNTY COUNTY, Public, PK,6,,
510007002712, FAIRFAX CORR CTR UNIT #30, PO BOX 487, FAIRFAX, VA 22030, (703) 830-8828, ξξ-ξξFAIRFAX COUNTY COUNTY, Public, N ,N ,,
510126000463, FAIRFAX HIGH, 3501 REBEL RUN, FAIRFAX, VA 22030, (703) 219-2200, ξξ-ξξFAIRFAX CITY COUNTY, Public,9,12,,
510004202383, FAIRFAX JUVENILE DETENTION HOME, 10650 PAGE AVE., FAIRFAX, VA 22030, (703) 246-2915, ξξ-ξξFAIRFAX COUNTY COUNTY, Public, N ,N ,,
510126000464, FAIRFAX VILLA ELEM, 10900 SANTA CLARA DR, FAIRFAX, VA 22030, (703) 267-2800, ξξ-ξξFAIRFAX COUNTY COUNTY, Public, PK,6,,
510126000572, INTERAGENCY ALT. SEC. CTR, 3877 FAIRFAX RIDGE RD, FAIRFAX, VA 22030, (571) 423-3360, ξξ-ξξFAIRFAX COUNTY COUNTY, Public, N ,N ,,
510126000518, LANIER MIDDLE, 3801 JERMANTOWN RD, FAIRFAX, VA 22030, (703) 934-2400, ξξ-ξξFAIRFAX CITY COUNTY, Public,7,8,,
510126002531, PROVIDENCE ELEM, 3616 JERMANTOWN RD, FAIRFAX, VA 22030, (703) 460-4400, ξξ-ξξFAIRFAX CITY COUNTY, Public, PK,6,,
