360008005528, HARLEM VILLAGE ACADEMY CHARTER SCHOOL EHVACS, 15 PENN PLAZA #15, NEW YORK, NY 10001, (646) 812-9399, ξξ-ξξNEW YORK COUNTY COUNTY, Public,5,12,,
360007704519, HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS, 439 W 49TH ST, NEW YORK, NY 10019, (212) 245-5925, ξξ-ξξNEW YORK COUNTY COUNTY, Public,9,12,,
360007705624, HIGH SCHOOL OF HOSPITALITY MANAGEMENT, 525 W 50TH ST, NEW YORK, NY 10019, (212) 586-1819, ξξ-ξξNEW YORK COUNTY COUNTY, Public,9,12,,
360007705566, INDEPENDENCE HIGH SCHOOL, 850 10TH AVE, NEW YORK, NY 10019, (212) 262-8067, ξξ-ξξNEW YORK COUNTY COUNTY, Public,10,12,,
360007705500, MANHATTAN BRIDGES HIGH SCHOOL, 525 W 50TH ST, NEW YORK, NY 10019, (212) 757-5274, ξξ-ξξNEW YORK COUNTY COUNTY, Public,9,12,,
360007702414, PS 111 ADOLPH S OCHS, 440 W 53RD ST, NEW YORK, NY 10019, (212) 582-7420, ξξ-ξξNEW YORK COUNTY COUNTY, Public, PK,8,,
360013503340, PS 35, 317 W 52ND ST, NEW YORK, NY 10019, (212) 247-4307, ξξ-ξξNEW YORK COUNTY COUNTY, Public,1,12,,
360007705626, URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, 525 W 50TH ST, NEW YORK, NY 10019, (212) 586-0981, ξξ-ξξNEW YORK COUNTY COUNTY, Public,9,12,,
919169, SACRED HEART OF JESUS SCHOOL, 456 W 52ND ST, NEW YORK, NY 10019, (212) 246-4787, ξξ-ξξNEW YORK COUNTY, Private, PK,8,,
A9105048, ST THOMAS CHOIR SCHOOL, 202 W 58TH ST, NEW YORK, NY 10019, (212) 247-3311, ξξ-ξξNEW YORK COUNTY, Private,3,8,,
360007705084, ELEANOR ROOSEVELT HIGH SCHOOL, 411 E 76TH ST, NEW YORK, NY 10021, (212) 772-1220, ξξ-ξξNEW YORK COUNTY COUNTY, Public,9,12,,
360007703348, ELLA BAKER SCHOOL, 317 E 67TH ST, NEW YORK, NY 10021, (212) 717-8809, ξξ-ξξNEW YORK COUNTY COUNTY, Public, PK,8,,
360007702597, JHS 167 ROBERT F WAGNER, 220 E 76TH ST, NEW YORK, NY 10021, (212) 535-8610, ξξ-ξξNEW YORK COUNTY COUNTY, Public,6,8,,
360007700586, MANHATTAN INTERNATIONAL HIGH SCHOOL, 317 E 67TH ST, NEW YORK, NY 10021, (212) 517-6728, ξξ-ξξNEW YORK COUNTY COUNTY, Public,9,12,,
360007702569, PS 158 BAYLARD TAYLOR, 1458 YORK AVE, NEW YORK, NY 10021, (212) 744-6562, ξξ-ξξNEW YORK COUNTY COUNTY, Public, PK,5,,
360007702635, PS 183 ROBERT L STEVENSON, 419 E 66TH ST, NEW YORK, NY 10021, (212) 734-7719, ξξ-ξξNEW YORK COUNTY COUNTY, Public, KG,5,,
360007701297, TALENT UNLIMITED HIGH SCHOOL, 317 E 67TH ST, NEW YORK, NY 10021, (212) 737-1530, ξξ-ξξNEW YORK COUNTY COUNTY, Public,9,12,,
360007703646, URBAN ACADEMY LABORATORY HIGH SCHOOL, 317 E 67TH ST, NEW YORK, NY 10021, (212) 570-5284, ξξ-ξξNEW YORK COUNTY COUNTY, Public,9,12,,
360007700585, VANGUARD HIGH SCHOOL, 317 E 67TH ST-RM 401, NEW YORK, NY 10021, (212) 517-5175, ξξ-ξξNEW YORK COUNTY COUNTY, Public,9,12,,
939072, BUCKLEY SCHOOL, 113 E 73RD ST, NEW YORK, NY 10021, (212) 535-8787, ξξ-ξξNEW YORK COUNTY, Private, KG,9,,
939389, HEWITT SCHOOL, 45 E 75TH ST, NEW YORK, NY 10021, (212) 288-1919, ξξ-ξξNEW YORK COUNTY, Private, KG,12,,
940612, LYCEE FRANCAIS DE NEW YORK, 505 E 75TH ST, NEW YORK, NY 10021, (212) 439-3874, ξξ-ξξNEW YORK COUNTY, Private, PK,12,,
A9502997, MANHATTAN HIGH SCHOOL FOR GIRLS, 154 E 70TH ST, NEW YORK, NY 10021, (212) 737-6800, ξξ-ξξNEW YORK COUNTY, Private,9,12,,
1607487, ST JEAN BAPTISTE HIGH SCHOOL, 173 E 75TH ST, NEW YORK, NY 10021, (212) 288-1645, ξξ-ξξNEW YORK COUNTY, Private,9,12,,
936956, THE CATHEDRAL SCHOOL, 319 E 74TH ST, NEW YORK, NY 10021, (212) 249-2840, ξξ-ξξNEW YORK COUNTY, Private, PK,8,,
939695, THE TOWN SCHOOL, 540 E 76TH ST, NEW YORK, NY 10021, (212) 288-4383, ξξ-ξξNEW YORK COUNTY, Private, PK,8,,
360007701911, ART AND DESIGN HIGH SCHOOL, 1075 2ND AVE, NEW YORK, NY 10022, (212) 752-4340, ξξ-ξξNEW YORK COUNTY COUNTY, Public,9,12,,
360007800592, BEACON HIGH SCHOOL, 227-243 W 61ST ST, NEW YORK, NY 10022, (212) 245-2807, ξξ-ξξNEW YORK COUNTY COUNTY, Public,9,12,,
920811, CATHEDRAL HIGH SCHOOL, 350 E 56TH ST, NEW YORK, NY 10022, (212) 688-1545, ξξ-ξξNEW YORK COUNTY, Private,9,12,,
942052, THE BEEKMAN SCHOOL, 220 E 50TH ST, NEW YORK, NY 10022, (212) 755-6666, ξξ-ξξNEW YORK COUNTY, Private,9,12,,
360007804458, FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC, 100 AMSTERDAM AVE, NEW YORK, NY 10023, (212) 496-0700, ξξ-ξξNEW YORK COUNTY COUNTY, Public,9,12,,
360007805774, HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY, 122 AMSTERDAM AVE, NEW YORK, NY 10023, (212) 799-4064, ξξ-ξξNEW YORK COUNTY COUNTY, Public,9,12,
360007805113, HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTIC, 122 AMSTERDAM AVE, NEW YORK, NY 10023, (212) 501-1201, ξξ-ξξNEW YORK COUNTY COUNTY, Public,9,12,
360007805114, HIGH SCHOOL OF ARTS AND TECHNOLOGY, 122 AMSTERDAM AVE, NEW YORK, NY 10023, (212) 501-1198, ξξ-ξξNEW YORK COUNTY COUNTY, Public,9,12,,
360007805638, MANHATTAN THEATRE LAB HIGH SCHOOL, 122 ANSTERDAM AVE, NEW YORK, NY 10023, (212) 362-2075, ξξ-ξξNEW YORK COUNTY COUNTY, Public,9,12,,
360007805505, MANHATTAN/HUNTER SCIENCE HIGH SCHOOL, 122 AMSTERDAM AVE, NEW YORK, NY 10023, (212) 501-1235, ξξ-ξξNEW YORK COUNTY COUNTY, Public,9,12,,
360007802655, PS 191 AMSTERDAM, 210 W 61ST ST, NEW YORK, NY 10023, (212) 757-4343, ξξ-ξξNEW YORK COUNTY COUNTY, Public, PK,8,,
360007802677, PS 199 JESSIE ISADOR STRAUS, 270 W 70TH ST, NEW YORK, NY 10023, (212) 799-1033, ξξ-ξξNEW YORK COUNTY COUNTY, Public, KG,5,,
360007806115, SPECIAL MUSIC SCHOOL, 129 W 67TH ST, NEW YORK, NY 10023, (212) 501-3318, ξξ-ξξNEW YORK COUNTY COUNTY, Public, KG,8,,
360007805630, URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, 122 AMSTERDAM AVE, NEW YORK, NY 10023, (212) 501-1110, ξξ-ξξNEW YORK COUNTY COUNTY, Public,9,12,,
A9104665, ABRAHAM JOSHUA HESCHEL HIGH SCHOOL, 20 W END AVE, NEW YORK, NY 10023, (212) 246-7717, ξξ-ξξNEW YORK COUNTY, Private,9,12,,
A9303881, BEIT RABBAN, 8 W 70TH ST, NEW YORK, NY 10023, (212) 595-1386, ξξ-ξξNEW YORK COUNTY, Private, PK,4,,
921779, BLESSED SACRAMENT SCHOOL, 147 W 70TH ST, NEW YORK, NY 10023, (212) 724-7561, ξξ-ξξNEW YORK COUNTY, Private, PK,8,,
939505, ETHICAL CULTURE FIELDSTON SCHOOLS, 33 CENTRAL PARK W, NEW YORK, NY 10023, (212) 712-8453, ξξ-ξξNEW YORK COUNTY, Private, PK,5,,
A0740098, GATEWAY SCHOOL OF NEW YORK, 211 W 61ST ST, NEW YORK, NY 10023, (212) 777-5966, ξξ-ξξNEW YORK COUNTY, Private, Ungraded,Ungraded,,
A9104974, PARKSIDE SCHOOL, 48 W 74TH ST, NEW YORK, NY 10023, (212) 721-8888, ξξ-ξξNEW YORK COUNTY, Private, Ungraded,Ungraded,,
938261, PROFESSIONAL CHILDREN'S SCHOOL, 132 W 60TH ST, NEW YORK, NY 10023, (212) 582-3116, ξξ-ξξNEW YORK COUNTY, Private,6,12,,
A0740101, ROBERT LOUIS STEVENSON SCHOOL, 24 W 74TH ST, NEW YORK, NY 10023, (212) 787-6400, ξξ-ξξNEW YORK COUNTY, Private,8,12,,
A0701711, THE IDEAL SCHOOL OF MANHATTAN, 4 W 76TH ST, NEW YORK, NY 10023, (212) 769-1699, ξξ-ξξNEW YORK COUNTY, Private, PK,4,,
A0502592, WEST END DAY SCHOOL, 255 W 71ST ST, NEW YORK, NY 10023, (212) 873-5708, ξξ-ξξNEW YORK COUNTY, Private, Ungraded,Ungraded,,
940077, YORK PREPARATORY SCHOOL, 40 W 68TH ST, NEW YORK, NY 10023, (212) 362-0400, ξξ-ξξNEW YORK COUNTY, Private,6,12,,
360007806185, FRANK MCCOURT HIGH SCHOOL, 145 W 84TH ST, NEW YORK, NY 10024, (718) 935-4095, ξξ-ξξNEW YORK COUNTY COUNTY, Public,9,9,,
360007806145, INNOVATION DIPLOMA PLUS, 145 W 84TH ST, NEW YORK, NY 10024, (212) 724-2039, ξξ-ξξNEW YORK COUNTY COUNTY, Public,9,12,,
360007802197, JHS 44 WILLIAM J O'SHEA, 100 W 77TH ST, NEW YORK, NY 10024, (917) 441-1163, ξξ-ξξNEW YORK COUNTY COUNTY, Public,7,8,,
360007802023, LOUIS D BRANDEIS HIGH SCHOOL, 145 W 84TH ST, NEW YORK, NY 10024, (917) 441-5600, ξξ-ξξNEW YORK COUNTY COUNTY, Public,9,12,,
360007803552, MS 243 CENTER SCHOOL, 100 W 84TH ST-RM 310, NEW YORK, NY 10024, (212) 799-1477, ξξ-ξξNEW YORK COUNTY COUNTY, Public,5,8,,
360007803572, MS 245 THE COMPUTER SCHOOL, 100 W 77TH ST, NEW YORK, NY 10024, (917) 441-0873, ξξ-ξξNEW YORK COUNTY COUNTY, Public,6,8,,
360007802593, PS 166 THE RICHARD ROGERS SCHOOL OF THE ARTS & SCI132 , W 89TH ST, NEW YORK, NY 10024, (212) 678-2829, ξξ-ξξNEW YORK COUNTY COUNTY, Public, KG,5,,
360013501932, PS 811 MICKEY MANTLE SCHOOL, 466 W END AVE, NEW YORK, NY 10024, (212) 579-3788, ξξ-ξξNEW YORK COUNTY COUNTY, Public, PK,8,,
360007802335, PS 87 WILLIAM SHERMAN, 160 W 78TH ST, NEW YORK, NY 10024, (212) 678-2826, ξξ-ξξNEW YORK COUNTY COUNTY, Public, PK,5,,
360007802068, PS 9 SARAH ANDERSON, 100 W 84TH ST, NEW YORK, NY 10024, (212) 678-2812, ξξ-ξξNEW YORK COUNTY COUNTY, Public, PK,5,,
360007805773, THE ANDERSON SCHOOL, 100 W 77TH ST, NEW YORK, NY 10024, (212) 595-7193, ξξ-ξξNEW YORK COUNTY COUNTY, Public, KG,8,,
360007806146, THE GLOBAL LEARNING COLLABORATIVE, 145 W 84TH ST, NEW YORK, NY 10024, (212) 877-1103, ξξ-ξξNEW YORK COUNTY COUNTY, Public,9,10,,
360007806148, URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS, 145 W 84TH ST, NEW YORK, NY 10024, (212) 787-1189, ξξ-ξξNEW YORK COUNTY COUNTY, Public,9,10,,
360007806135, WEST PREP ACADEMY, 100 W 77TH ST, NEW YORK, NY 10024, (212) 362-1674, ξξ-ξξNEW YORK COUNTY COUNTY, Public,6,7,,
X0938239, CALHOUN SCHOOL, 433 W END AVE, NEW YORK, NY 10024, (212) 497-6500, ξξ-ξξNEW YORK COUNTY, Private, KG,12,,
939684, COLLEGIATE SCHOOL, 260 W 78TH ST, NEW YORK, NY 10024, (212) 812-8521, ξξ-ξξNEW YORK COUNTY, Private, KG,12,,
A0302186, DWIGHT SCHOOL, 291 CENTRAL PARK W, NEW YORK, NY 10024, (212) 724-6360, ξξ-ξξNEW YORK COUNTY, Private, KG,12,,
A9903226, METROPOLITAN MONTESSORI SCHOOL, 325 W 85TH ST, NEW YORK, NY 10024, (212) 579-5525, ξξ-ξξNEW YORK COUNTY, Private, KG,6,,
941296, RODEPH SHOLOM SCHOOL, 10 W 84TH ST, NEW YORK, NY 10024, (646) 438-8500, ξξ-ξξNEW YORK COUNTY, Private, PK,8,,
A0107885, SMITH SCHOOL (THE), 131 W 8, 6TH ST # FL9, NEW YORK, NY 10024, (212) 879-6354ξξ-ξξNEW YORK COUNTY, Private,8,12,,
919952, ST AGNES BOYS HIGH SCHOOL, 555 W END AVE, NEW YORK, NY 10024, (212) 873-9100, ξξ-ξξNEW YORK COUNTY, Private,9,12,,
919817, ST GREGORY THE GREAT SCHOOL, 138 W 90TH ST, NEW YORK, NY 10024, (212) 362-5410, ξξ-ξξNEW YORK COUNTY, Private, PK,8,,
942697, STEPHEN GAYNOR SCHOOL, 148 W 90TH ST, NEW YORK, NY 10024, (212) 787-7070, ξξ-ξξNEW YORK COUNTY, Private, Ungraded,Ungraded,,
942722, TRINITY SCHOOL, 139 W 91ST ST, NEW YORK, NY 10024, (212) 932-6858, ξξ-ξξNEW YORK COUNTY, Private, KG,12,,
AA890707, YESHIVA KETANA OF MANHATTAN, 346 W 89TH ST, NEW YORK, NY 10024, (212) 769-1790, ξξ-ξξNEW YORK COUNTY, Private, PK,8,,
360007803616, COMMUNITY ACTION SCHOOL MS 258, 154 W 93RD ST, NEW YORK, NY 10025, (212) 678-5888, ξξ-ξξNEW YORK COUNTY COUNTY, Public,6,8,,
360007800619, EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL, 140 W 102ND ST, NEW YORK, NY 10025, (212) 678-7300, ξξ-ξξNEW YORK COUNTY COUNTY, Public,9,12,,
360007802235, JHS 54 BOOKER T WASHINGTON, 103 W 107TH ST, NEW YORK, NY 10025, (212) 678-2861, ξξ-ξξNEW YORK COUNTY COUNTY, Public,6,8,,
360007805629, MOTT HALL II, 234 W 109TH ST, NEW YORK, NY 10025, (212) 678-2960, ξξ-ξξNEW YORK COUNTY COUNTY, Public,6,8,,
360007803579, MS 247 DUAL LANGUAGE MIDDLE SCHOOL, 32 W 92ND ST, NEW YORK, NY 10025, (212) 799-2653, ξξ-ξξNEW YORK COUNTY COUNTY, Public,6,8,,
360007803603, MS 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL, 735 W END AVE, NEW YORK, NY 10025, (212) 866-6313, ξξ-ξξNEW YORK COUNTY COUNTY, Public,6,8,,
360007803607, MS 256 ACADEMIC AND ATHLETIC EXCELLENCE, 154 W 93RD ST, NEW YORK, NY 10025, (212) 222-2857, ξξ-ξξNEW YORK COUNTY COUNTY, Public,6,8,,
360007802525, PS 145 THE BLOOMINGDALE SCHOOL, 150 W 105TH ST, NEW YORK, NY 10025, (212) 678-2857, ξξ-ξξNEW YORK COUNTY COUNTY, Public, PK,5,,
360007802584, PS 163 ALFRED E SMITH, 163 W 97TH ST, NEW YORK, NY 10025, (212) 678-2854, ξξ-ξξNEW YORK COUNTY COUNTY, Public, PK,5,,
360007802591, PS 165 ROBERT E SIMON, 234 W 109TH ST, NEW YORK, NY 10025, (212) 678-2873, ξξ-ξξNEW YORK COUNTY COUNTY, Public, PK,8,,
360007803622, PS 333 MANHATTAN SCHOOL FOR CHILDREN, 154 W 93RD ST, NEW YORK, NY 10025, (212) 222-1450, ξξ-ξξNEW YORK COUNTY COUNTY, Public, KG,8,,
360007802303, PS 75 EMILY DICKINSON, 735 W END AVE, NEW YORK, NY 10025, (212) 866-5400, ξξ-ξξNEW YORK COUNTY COUNTY, Public, KG,5,,
360007802327, PS 84 LILIAN WEBER, 32 W 92ND ST, NEW YORK, NY 10025, (212) 799-2534, ξξ-ξξNEW YORK COUNTY COUNTY, Public, PK,5,,
938272, ALEXANDER ROBERTSON SCHOOL, 3 W 95TH ST, NEW YORK, NY 10025, (212) 663-6441, ξξ-ξξNEW YORK COUNTY, Private, KG,5,,
920822, ASCENSION SCHOOL, 220 W 108TH ST, NEW YORK, NY 10025, (212) 222-5161, ξξ-ξξNEW YORK COUNTY, Private, PK,8,,
939298, BANK STREET SCHOOL FOR CHILDREN, 610 W 112TH ST, NEW YORK, NY 10025, (212) 875-4433, ξξ-ξξNEW YORK COUNTY, Private, PK,8,,
BB101149, CATHEDRAL SCHOOL, 1047 AMSTERDAM AV AT 111 ST, NEW YORK, NY 10025, (212) 316-7500, ξξ-ξξNEW YORK COUNTY, Private, KG,8,,
939979, COLUMBIA GRAMMAR-PREP SCHOOL, 5 W 93RD ST, NEW YORK, NY 10025, (212) 749-6200, ξξ-ξξNEW YORK COUNTY, Private, PK,12,,
A9104782, DE LA SALLE ACADEMY, 202 W 97TH ST, NEW YORK, NY 10025, (212) 316-5840, ξξ-ξξNEW YORK COUNTY, Private,6,8,,
922433, HOLY NAME OF JESUS SCHOOL, 202 W 97TH ST, NEW YORK, NY 10025, (212) 749-1240, ξξ-ξξNEW YORK COUNTY, Private, PK,8,,
A0902366, RIVERSIDE MONTESSORI SCHOOL, 202 RIVERSIDE DR, NEW YORK, NY 10025, (212) 665-1600, ξξ-ξξNEW YORK COUNTY, Private, PK,KG,,
939141, ST HILDA'S & ST HUGH'S SCHOOL619 , W 114TH ST, NEW YORK, NY 10025, (212) 932-1980, ξξ-ξξNEW YORK COUNTY, Private, PK,8,,
937927, THE CATHEDRAL SCHOOL OF ST JOHN THE DEVINE, 1047 AMSTERDAM AVE, NEW YORK, NY 10025, (212) 316-7500, ξξ-ξξNEW YORK COUNTY, Private, KG,8,,
BB101150, THE MANDELL SCHOOL, 128 W 95TH ST, NEW YORK, NY 10025, (212) 222-2925, ξξ-ξξNEW YORK COUNTY, Private, PK,1,,
A0902400, THE MANHATTAN CHILDREN'S CENTER, 124 W 95TH ST, NEW YORK, NY 10025, (212) 749-4604, ξξ-ξξNEW YORK COUNTY, Private, PK,PK,,
A0502577, THE SCHOOL AT COLUMBIA UNIVERSITY, 556 W 110TH ST, NEW YORK, NY 10025, (212) 851-4283, ξξ-ξξNEW YORK COUNTY, Private, KG,8,,
A9105054, THE STUDIO SCHOOL, 117 W 95TH ST APT 1R, NEW YORK, NY 10025, (212) 678-2416, ξξ-ξξNEW YORK COUNTY, Private, PK,8,,
2047353, WEST SIDE MONTESSORI SCHOOL, 309 W 92ND ST, NEW YORK, NY 10025, (212) 662-8000, ξξ-ξξNEW YORK COUNTY, Private, PK,KG,,
360007805627, FREDERICK DOUGLAS ACADEMY II SECONDARY SCHOOL, 215 W 114TH ST, NEW YORK, NY 10026, (212) 865-9260, ξξ-ξξNEW YORK COUNTY COUNTY, Public,6,12,,
360013805775, HARLEM LINK CHARTER SCHOOL, 20 W 112TH ST-RM 357, NEW YORK, NY 10026, (212) 289-3249, ξξ-ξξNEW YORK COUNTY COUNTY, Public, KG,5,,
360016905862, HARLEM SUCCESS ACADEMY CHARTER SCHOOL, 34 W 118TH ST-2ND FL, NEW YORK, NY 10026, (646) 277-7170, ξξ-ξξNEW YORK COUNTY COUNTY, Public, KG,5,,
360095306018, HARLEM SUCCESS ACADEMY CHARTER SCHOOL 4, 240 W 113TH ST-3RD FL, NEW YORK, NY 10026, (646) 227-7170, ξξ-ξξNEW YORK COUNTY COUNTY, Public, KG,3,,
360010905641, OPPORTUNITY CHARTER SCHOOL, 240 W 113TH ST-3RD FL, NEW YORK, NY 10026, (212) 866-6137, ξξ-ξξNEW YORK COUNTY COUNTY, Public,6,12,,
360007802539, PS 149 SOJOURNER TRUTH, 41 W 117TH ST, NEW YORK, NY 10026, (646) 672-9020, ξξ-ξξNEW YORK COUNTY COUNTY, Public, PK,8,,
360007802640, PS 185 JOHN M LANGSTON, 20 W 112TH ST, NEW YORK, NY 10026, (212) 534-7490, ξξ-ξξNEW YORK COUNTY COUNTY, Public, PK,2,,
360007802700, PS 208 ALAIN L LOCKE, 21 W 111TH ST, NEW YORK, NY 10026, (212) 534-9580, ξξ-ξξNEW YORK COUNTY COUNTY, Public,3,5,,
360007803550, PS 241 FAMILY ACADEMY, 240 W 113TH ST, NEW YORK, NY 10026, (212) 678-2898, ξξ-ξξNEW YORK COUNTY COUNTY, Public, KG,8,,
360006104438, SISULU-WALKER CHARTER SCHOOL OF HARLEM, 125 W 115TH ST-RM 203, NEW YORK, NY 10026, (212) 663-8216, ξξ-ξξNEW YORK COUNTY COUNTY, Public, KG,5,,
360007800687, WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING ARTS, 215 W 114TH ST, NEW YORK, NY 10026, (212) 749-5800, ξξ-ξξNEW YORK COUNTY COUNTY, Public,6,12,,
BB101151, CENTRAL HARLEM MONTESSORI SCHOOL, 147 SAINT NICHOLAS AVE @ 117- 118 ST, NEW YORK, NY 10026, (212) 222-6295, ξξ-ξξNEW YORK COUNTY, Private,1,7,,
A0902279, CLARA HUMAMMAD SCHOOL, 102 W 116TH ST, NEW YORK, NY 10026, (212) 662-2200, ξξ-ξξNEW YORK COUNTY, Private, KG,2,,
A0701621, HARLEM ACADEMY, 1330 5TH AVE, NEW YORK, NY 10026, (212) 348-2600, ξξ-ξξNEW YORK COUNTY, Private,1,6,,
360008105945, ACADEMY FOR SOCIAL ACTION-A COLLEGE BOARD SCHOOL, 509 W 129TH ST, NEW YORK, NY 10027, (212) 234-3102, ξξ-ξξNEW YORK COUNTY COUNTY, Public,6,12,,
360008105944, COLUMBIA SECONDARY SCHOOL, 425 W 123RD ST, NEW YORK, NY 10027, (212) 666-1278, ξξ-ξξNEW YORK COUNTY COUNTY, Public,6,9,,
360013905776, FUTURE LEADERS INSTITUTE CHARTER SCHOOL, 134 W 122ND ST, NEW YORK, NY 10027, (212) 678-2868, ξξ-ξξNEW YORK COUNTY COUNTY, Public, KG,8,,
360008101993, IS 195 ROBERTO CLEMENTE, 625 W 133RD ST, NEW YORK, NY 10027, (212) 690-5848, ξξ-ξξNEW YORK COUNTY COUNTY, Public,6,8,,
360008104436, IS 286 RENAISSANCE MILITARY LEADERSHIP ACADEMY, 509 W 129TH ST, NEW YORK, NY 10027, (212) 690-5972, ξξ-ξξNEW YORK COUNTY COUNTY, Public,6,8,,
360014305781, KIPP INFINITY CHARTER SCHOOL, 625 W 133 ST-RM 308D, NEW YORK, NY 10027, (212) 991-2600, ξξ-ξξNEW YORK COUNTY COUNTY, Public,5,10,,
360008205526, KIPP SUCCESS THROUGH TEAMWORK ACHIEVE & RESPON COL433 , W 123RD ST-4TH FL, NEW YORK, NY 10027, (212) 991-2650, ξξ-ξξNEW YORK COUNTY COUNTY, Public,5,10,,
360008105637, KNOWLEDGE AND POWER PREPARATORY ACADEMY II, 144-176 128TH ST, NEW YORK, NY 10027, (212) 828-6892, ξξ-ξξNEW YORK COUNTY COUNTY, Public,6,8,,
360102306232, NEW YORK FRENCH-AMERICAN CHARTER SCHOOL, 311 W 120TH ST, NEW YORK, NY 10027, (646) 934-2351, ξξ-ξξNEW YORK COUNTY COUNTY, Public, KG,2,,
360008102462, PS 125 RALPH BUNCHE, 425 W 123RD ST, NEW YORK, NY 10027, (212) 666-6400, ξξ-ξξNEW YORK COUNTY COUNTY, Public, PK,5,,
360008102475, PS 129 JOHN H FINLEY, 425 W 130TH ST, NEW YORK, NY 10027, (212) 690-5932, ξξ-ξξNEW YORK COUNTY COUNTY, Public, PK,8,,
360008102176, PS 154 HARRIET TUBMAN, 250 W 127TH ST, NEW YORK, NY 10027, (212) 864-2400, ξξ-ξξNEW YORK COUNTY COUNTY, Public, PK,5,,
360008102577, PS 161 PEDRO ALBIZU CAMPOS, 499 W 133RD ST, NEW YORK, NY 10027, (212) 690-5945, ξξ-ξξNEW YORK COUNTY COUNTY, Public, KG,8,,
360007805524, PS 180 HUGO NEWMAN, 370 W 120TH ST, NEW YORK, NY 10027, (212) 678-2849, ξξ-ξξNEW YORK COUNTY COUNTY, Public, PK,8,,
360007803551, PS 242 GWENDOLYN POWELL BROWN COMPUTER SCHOOL, 134 W 122ND ST, NEW YORK, NY 10027, (212) 678-2908, ξξ-ξξNEW YORK COUNTY COUNTY, Public, KG,5,,
360008102164, PS 36 MARGARET DOUGLAS, 123 MORNINGSIDE DR, NEW YORK, NY 10027, (212) 690-5807, ξξ-ξξNEW YORK COUNTY COUNTY, Public, PK,4,,
360007806187, PS 452, 100 W 77TH ST, NEW YORK, NY 10027, (718) 935-4505, ξξ-ξξNEW YORK COUNTY COUNTY, Public, KG,KG,,
360007802308, PS 76 A PHILLIP RANDOLPH, 220 W 121ST ST, NEW YORK, NY 10027, (212) 678-2865, ξξ-ξξNEW YORK COUNTY COUNTY, Public, PK,7,,
360008304517, THE MOTT HALL SCHOOL, 71-111 CONVENT AVE, NEW YORK, NY 10027, (212) 281-5028, ξξ-ξξNEW YORK COUNTY COUNTY, Public,6,8,,
360008105780, THURGOOD MARSHALL ACADEMY LOWER SCHOOL, 276 W 151ST ST, NEW YORK, NY 10027, (212) 368-8731, ξξ-ξξNEW YORK COUNTY COUNTY, Public, KG,5,,
360008105934, URBAN ASSEMBLY FOR THE PERFORMING ARTS, 509 W 129TH ST, MANHATTAN, NY 10027, (212) 234-4631, ξξ-ξξNEW YORK COUNTY COUNTY, Public,9,12,,
360008106116, URBAN ASSEMBLY INSTITUTE FOR NEW TECHNOLOGIES, 509 W 129TH ST, NEW YORK, NY 10027, (212) 690-5977, ξξ-ξξNEW YORK COUNTY COUNTY, Public,6,7,,
920833, ANNUNCIATION SCHOOL, 461 W 131ST ST, NEW YORK, NY 10027, (212) 281-7174, ξξ-ξξNEW YORK COUNTY, Private, KG,8,,
922783, CORPUS CHRISTI SCHOOL, 535 W 121ST ST, NEW YORK, NY 10027, (212) 662-9344, ξξ-ξξNEW YORK COUNTY, Private, PK,8,,
A0302227, GREAT TOMORROWS ELEMENTARY MIDDLE SCHOOL, 38 W 123RD ST, NEW YORK, NY 10027, (212) 427-2839, ξξ-ξξNEW YORK COUNTY, Private, PK,4,,
A0902348, MT PLEASANT CHRISTIAN ACADEMY, 2009 ADAM CLAYTON POWELL JR BLVD 11, NEW YORK, NY 10027, (212) 222-6202, ξξ-ξξNEW YORK COUNTY, Private,9,12,,
922874, RICE HIGH SCHOOL, 74 W 124TH ST, NEW YORK, NY 10027, (212) 369-4100, ξξ-ξξNEW YORK COUNTY, Private,9,12,,
A0302291, RIVERSIDE CHURCH WEEK DAY SCHOOL, 490 RIVERSIDE DR, NEW YORK, NY 10027, (212) 870-6743, ξξ-ξξNEW YORK COUNTY, Private, PK,KG,,
919941, ST ALOYSIUS SCHOOL, 223 W 132ND ST, NEW YORK, NY 10027, (212) 283-0921, ξξ-ξξNEW YORK COUNTY, Private, PK,8,,
A9702472, ST BENEDICT DAY NURSERY, 21 W 124TH ST, NEW YORK, NY 10027, (212) 423-5715, ξξ-ξξNEW YORK COUNTY, Private, PK,KG,,
919442, ST JOSEPH OF THE HOLY FAMILY, 168 MORNINGSIDE AVE, NEW YORK, NY 10027, (212) 662-1736, ξξ-ξξNEW YORK COUNTY, Private, PK,8,,
360007704405, EAST SIDE MIDDLE SCHOOL, 331 E 91ST ST, NEW YORK, NY 10028, (212) 360-0114, ξξ-ξξNEW YORK COUNTY COUNTY, Public,6,8,,
