190309000006, ADAIR-CASEY ELEMENTARY SCHOOL, 3384 INDIGO AVE., ADAIR, IA 50002, (641) 746-2242, Î¾Î¾-Î¾Î¾GUTHRIE COUNTY COUNTY, Public, PK,6,,,,,,,,,,,,,,,,,,,
191332000804, GUTHRIE CENTER HIGH SCHOOL, 906 SCHOOL ST, GUTHRIE CENTER, IA 50115, (641) 332-2236, Î¾Î¾-Î¾Î¾GUTHRIE COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
191332000805, GUTHRIE CENTER JUNIOR HIGH SCHOOL, 906 SCHOOL ST, GUTHRIE CENTER, IA 50115, (641) 332-2974, Î¾Î¾-Î¾Î¾GUTHRIE COUNTY COUNTY, Public,7,8,,,,,,,,,,,,,,,,,,,
191431001390, SOUTH HARDIN MIDDLE SCHOOL, PO BOX  129, HUBBARD, IA 50122, (641) 864-2211, Î¾Î¾-Î¾Î¾HARDIN COUNTY COUNTY, Public,6,8,,,,,,,,,,,,,,,,,,,
191974001158, MORMON TRAIL ELEMENTARY SCHOOL, BOX 156, HUMESTON, IA 50123, (641) 877-2521, Î¾Î¾-Î¾Î¾WAYNE COUNTY COUNTY, Public, PK,6,,,,,,,,,,,,,,,,,,,
190420000106, BALLARD COMMUNITY JUNIOR HIGH SCHOOL, PO BOX  307, HUXLEY, IA 50124, (515) 597-2971, Î¾Î¾-Î¾Î¾STORY COUNTY COUNTY, Public,7,8,,,,,,,,,,,,,,,,,,,
190420000105, BALLARD COMMUNITY SENIOR HIGH SCHOOL, PO BOX  307, HUXLEY, IA 50124, (515) 597-2971, Î¾Î¾-Î¾Î¾STORY COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
191464000870, EMERSON ELEMENTARY SCHOOL, 1109 E EUCLID, INDIANOLA, IA 50125, (515) 961-9550, Î¾Î¾-Î¾Î¾WARREN COUNTY COUNTY, Public, PK,5,,,,,,,,,,,,,,,,,,,
191464000872, INDIANOLA HIGH SCHOOL, 1304 E 1ST, INDIANOLA, IA 50125, (515) 961-9510, Î¾Î¾-Î¾Î¾WARREN COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
191464000875, INDIANOLA MIDDLE SCHOOL, 403 S 15TH ST, INDIANOLA, IA 50125, (515) 961-9530, Î¾Î¾-Î¾Î¾WARREN COUNTY COUNTY, Public,6,8,,,,,,,,,,,,,,,,,,,
191464000874, IRVING ELEMENTARY SCHOOL, 500 W CLINTON, INDIANOLA, IA 50125, (515) 961-9560, Î¾Î¾-Î¾Î¾WARREN COUNTY COUNTY, Public, KG,5,,,,,,,,,,,,,,,,,,,
191464000876, WHITTIER ELEMENTARY SCHOOL, 1306 W SALEM, INDIANOLA, IA 50125, (515) 961-9570, Î¾Î¾-Î¾Î¾WARREN COUNTY COUNTY, Public, PK,5,,,,,,,,,,,,,,,,,,,
191464002100, WILDER ELEMENTARY SCHOOL, 2303 W. EUCLID, INDIANOLA, IA 50125, (515) 961-9540, Î¾Î¾-Î¾Î¾WARREN COUNTY COUNTY, Public, PK,5,,,,,,,,,,,,,,,,,,,
A0103707, VICTORY CHRISTIAN ACADEMY, 805 N 1ST ST, INDIANOLA, IA 50125, (515) 962-1632, Î¾Î¾-Î¾Î¾WARREN COUNTY, Private, PK,7,,,,,,,,,,,,,,,,,,,
191473000904, IOWA FALLS - ALDEN HIGH SCHOOL, 1903 NORTH TAYLOR, IOWA FALLS, IA 50126, (641) 648-6440, Î¾Î¾-Î¾Î¾HARDIN COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
191473000908, PINEVIEW ELEMENTARY, 1510 WASHINGTON AVE, IOWA FALLS, IA 50126, (641) 648-6410, Î¾Î¾-Î¾Î¾HARDIN COUNTY COUNTY, Public, PK,2,,,,,,,,,,,,,,,,,,,
191473000905, RIVERBEND MIDDLE SCHOOL, 1124 UNION ST., IOWA FALLS, IA 50126, (641) 648-6430, Î¾Î¾-Î¾Î¾HARDIN COUNTY COUNTY, Public,7,8,,,,,,,,,,,,,,,,,,,
191473000907, ROCK RUN ELEMENTARY, 710 NORTH ST, IOWA FALLS, IA 50126, (641) 648-6420, Î¾Î¾-Î¾Î¾HARDIN COUNTY COUNTY, Public,3,5,,,,,,,,,,,,,,,,,,,
191521000076, JEFFERSON-SCRANTON ELEM, 401 E RUSSELL, JEFFERSON, IA 50129, (515) 386-3178, Î¾Î¾-Î¾Î¾GREENE COUNTY COUNTY, Public, PK,4,,,,,,,,,,,,,,,,,,,
191521000918, JEFFERSON-SCRANTON HIGH SCHOOL, 101 RAM DRIVE, JEFFERSON, IA 50129, (515) 386-2188, Î¾Î¾-Î¾Î¾GREENE COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
191521000919, JEFFERSON-SCRANTON MIDDLE SCHOOL, 203 W HARRISON, JEFFERSON, IA 50129, (515) 386-8126, Î¾Î¾-Î¾Î¾GREENE COUNTY COUNTY, Public,5,8,,,,,,,,,,,,,,,,,,,
192664001547, SOUTH HAMILTON ELEM, 404 BLAINE ST, JEWELL, IA 50130, (515) 827-5096, Î¾Î¾-Î¾Î¾HAMILTON COUNTY COUNTY, Public, PK,6,,,,,,,,,,,,,,,,,,,
192664001549, SOUTH HAMILTON MIDDLE AND HIGH SCHOOL, 315 DIVISION ST, JEWELL, IA 50130, (515) 827-5418, Î¾Î¾-Î¾Î¾HAMILTON COUNTY COUNTY, Public,7,12,,,,,,,,,,,,,,,,,,,
191545000478, BEAVER CREEK ELEM SCHOOL, PO BOX 10, JOHNSTON, IA 50131, (515) 278-6228, Î¾Î¾-Î¾Î¾POLK COUNTY COUNTY, Public, PK,5,,,,,,,,,,,,,,,,,,,
191545002018, HENRY A WALLACE ELEMENTARY SCHOOL, PO BOX  10, JOHNSTON, IA 50131, (515) 278-6977, Î¾Î¾-Î¾Î¾POLK COUNTY COUNTY, Public, PK,5,,,,,,,,,,,,,,,,,,,
191545000653, HORIZON ELEMENTARY, PO BOX 10, JOHNSTON, IA 50131, (515) 986-1121, Î¾Î¾-Î¾Î¾POLK COUNTY COUNTY, Public, PK,5,,,,,,,,,,,,,,,,,,,
191545000926, JOHNSTON MIDDLE SCHOOL, PO BOX  10, JOHNSTON, IA 50131, (515) 278-0476, Î¾Î¾-Î¾Î¾POLK COUNTY COUNTY, Public,8,9,,,,,,,,,,,,,,,,,,,
191545000927, JOHNSTON SENIOR HIGH SCHOOL, PO BOX 10, JOHNSTON, IA 50131, (515) 278-0449, Î¾Î¾-Î¾Î¾POLK COUNTY COUNTY, Public,10,12,,,,,,,,,,,,,,,,,,,
191545000532, LAWSON ELEMENTARY SCHOOL, PO BOX 10, JOHNSTON, IA 50131, (515) 278-0478, Î¾Î¾-Î¾Î¾POLK COUNTY COUNTY, Public, PK,5,,,,,,,,,,,,,,,,,,,
191545000749, SUMMIT MIDDLE SCHOOL, P.O. BOX 10, JOHNSTON, IA 50131, (515) 986-0318, Î¾Î¾-Î¾Î¾POLK COUNTY COUNTY, Public,6,7,,,,,,,,,,,,,,,,,,,
191545001412, TIMBER RIDGE ELEMENTARY, P.O. BOX 10, JOHNSTON, IA 50131, (515) 331-4379, Î¾Î¾-Î¾Î¾POLK COUNTY COUNTY, Public, PK,5,,,,,,,,,,,,,,,,,,,
191584000948, KNOXVILLE HIGH SCHOOL, 1811 W MADISON, KNOXVILLE, IA 50138, (641) 842-2173, Î¾Î¾-Î¾Î¾MARION COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
191584000949, KNOXVILLE MIDDLE SCHOOL, 102 N LINCOLN, KNOXVILLE, IA 50138, (641) 842-3315, Î¾Î¾-Î¾Î¾MARION COUNTY COUNTY, Public,6,8,,,,,,,,,,,,,,,,,,,
191584002132, NORTHSTAR ELEMENTARY SCHOOL, 407 W LARSON, KNOXVILLE, IA 50138, (641) 842-6527, Î¾Î¾-Î¾Î¾MARION COUNTY COUNTY, Public,2,5,,,,,,,,,,,,,,,,,,,
191584000524, TRABERT CENTER GOAL ALTERNATIVE SCHOOL, 210 NORTH IOWA, KNOXVILLE, IA 50138, (641) 842-4533, Î¾Î¾-Î¾Î¾MARION COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
191584002114, WEST ELEMENTARY, 306 S PARK LANE DR, KNOXVILLE, IA 50138, (641) 842-2185, Î¾Î¾-Î¾Î¾MARION COUNTY COUNTY, Public, PK,1,,,,,,,,,,,,,,,,,,,
192685001574, SOUTHEAST WARREN INTERMEDIATE, 519 N WASHINGTON AVE, LACONA, IA 50139, (641) 534-4701, Î¾Î¾-Î¾Î¾WARREN COUNTY COUNTY, Public,4,6,,,,,,,,,,,,,,,,,,,
191632000974, LAMONI ELEMENTARY SCHOOL, 202 N WALNUT ST, LAMONI, IA 50140, (641) 784-3422, Î¾Î¾-Î¾Î¾DECATUR COUNTY COUNTY, Public, PK,5,,,,,,,,,,,,,,,,,,,
191632000975, LAMONI HIGH SCHOOL, 202 N WALNUT ST, LAMONI, IA 50140, (641) 784-3351, Î¾Î¾-Î¾Î¾DECATUR COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
191632002019, LAMONI MIDDLE SCHOOL, 202 N WALNUT ST, LAMONI, IA 50140, (641) 784-7299, Î¾Î¾-Î¾Î¾DECATUR COUNTY COUNTY, Public,6,8,,,,,,,,,,,,,,,,,,,
190004000132, EAST MARSHALL ELEMENTARY SCHOOL, PO BOX  10, LAUREL, IA 50141, (641) 476-3342, Î¾Î¾-Î¾Î¾MARSHALL COUNTY COUNTY, Public, KG,4,,,,,,,,,,,,,,,,,,,
190004000117, EAST MARSHALL SENIOR HIGH SCHOOL, PO BOX A, LE GRAND, IA 50142, (641) 479-2785, Î¾Î¾-Î¾Î¾MARSHALL COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
190690000297, CENTRAL DECATUR MS/SR HIGH SCHOOL, 1201 NE POPLAR, LEON, IA 50144, (641) 446-4816, Î¾Î¾-Î¾Î¾DECATUR COUNTY COUNTY, Public,6,12,,,,,,,,,,,,,,,,,,,
190690000816, NORTH ELEMENTARY SCHOOL, 1203 NE POPLAR STREET, LEON, IA 50144, (641) 446-4452, Î¾Î¾-Î¾Î¾DECATUR COUNTY COUNTY, Public,3,5,,,,,,,,,,,,,,,,,,,
190690000300, SOUTH ELEMENTARY SCHOOL, 201 SE 6TH ST, LEON, IA 50144, (641) 446-6521, Î¾Î¾-Î¾Î¾DECATUR COUNTY COUNTY, Public, PK,2,,,,,,,,,,,,,,,,,,,
192685001576, SOUTHEAST WARREN JR-SR HIGH SCHOOL, PO BOX 19, LIBERTY CENTER, IA 50145, (641) 466-3331, Î¾Î¾-Î¾Î¾WARREN COUNTY COUNTY, Public,7,12,,,,,,,,,,,,,,,,,,,
190303000002, LINEVILLE ELEMENTARY SCHOOL, PO BOX  98, LINEVILLE, IA 50147, (641) 876-5345, Î¾Î¾-Î¾Î¾WAYNE COUNTY COUNTY, Public, PK,6,,,,,,,,,,,,,,,,,,,
190792002071, MC CALLSBURG ELEMENTARY SCHOOL, 400 LATROBE, MC CALLSBURG, IA 50154, (515) 434-2302, Î¾Î¾-Î¾Î¾STORY COUNTY COUNTY, Public, PK,4,,,,,,,,,,,,,,,,,,,
191818001039, MADRID ELEMENTARY SCHOOL, 213 W 1ST ST, MADRID, IA 50156, (515) 795-2359, Î¾Î¾-Î¾Î¾BOONE COUNTY COUNTY, Public, PK,6,,,,,,,,,,,,,,,,,,,
191818001040, MADRID HIGH SCHOOL, 599 N KENNEDY, MADRID, IA 50156, (515) 795-3240, Î¾Î¾-Î¾Î¾BOONE COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
191818001041, MADRID JUNIOR HIGH SCHOOL, 599 N KENNEDY, MADRID, IA 50156, (515) 795-3240, Î¾Î¾-Î¾Î¾BOONE COUNTY COUNTY, Public,7,8,,,,,,,,,,,,,,,,,,,
191872001082, ANSON ELEMENTARY SCHOOL, 1016 S 3RD AVE, MARSHALLTOWN, IA 50158, (641) 754-1020, Î¾Î¾-Î¾Î¾MARSHALL COUNTY COUNTY, Public, KG,4,,,,,,,,,,,,,,,,,,,
191872001084, B R MILLER MIDDLE SCHOOL, 125 S 11TH ST, MARSHALLTOWN, IA 50158, (641) 754-1110, Î¾Î¾-Î¾Î¾MARSHALL COUNTY COUNTY, Public,7,8,,,,,,,,,,,,,,,,,,,
191872001086, FISHER ELEMENTARY SCHOOL, 2001 S 4TH ST, MARSHALLTOWN, IA 50158, (641) 754-1030, Î¾Î¾-Î¾Î¾MARSHALL COUNTY COUNTY, Public, KG,4,,,,,,,,,,,,,,,,,,,
191872000372, FRANKLIN ELEMENTARY SCH, 1315 W MAIN ST, MARSHALLTOWN, IA 50158, (641) 754-1041, Î¾Î¾-Î¾Î¾MARSHALL COUNTY COUNTY, Public, PK,4,,,,,,,,,,,,,,,,,,,
191872001089, J C HOGLAN ELEMENTARY SCHOOL, 2306 S 3RD AVE, MARSHALLTOWN, IA 50158, (641) 754-1060, Î¾Î¾-Î¾Î¾MARSHALL COUNTY COUNTY, Public, PK,4,,,,,,,,,,,,,,,,,,,
191872001404, LENIHAN INTERMEDIATE SCHOOL, 212 W INGLEDUE, MARSHALLTOWN, IA 50158, (641) 754-1160, Î¾Î¾-Î¾Î¾MARSHALL COUNTY COUNTY, Public,5,6,,,,,,,,,,,,,,,,,,,
191872001091, MARSHALLTOWN HIGH SCHOOL, 1602 S 2ND AVE, MARSHALLTOWN, IA 50158, (641) 754-1130, Î¾Î¾-Î¾Î¾MARSHALL COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
191872001093, ROGERS ELEMENTARY SCHOOL, 406 SUMMIT ST, MARSHALLTOWN, IA 50158, (641) 754-1070, Î¾Î¾-Î¾Î¾MARSHALL COUNTY COUNTY, Public, PK,4,,,,,,,,,,,,,,,,,,,
191872001095, WOODBURY ELEMENTARY SCHOOL, 8 N 7TH AVE, MARSHALLTOWN, IA 50158, (641) 754-1080, Î¾Î¾-Î¾Î¾MARSHALL COUNTY COUNTY, Public, PK,4,,,,,,,,,,,,,,,,,,,
A0901529, CENTRAL IOWA CHRISTIAN ACADEMY, 1008 E OLIVE ST, MARSHALLTOWN, IA 50158, (641) 752-5426, Î¾Î¾-Î¾Î¾MARSHALL COUNTY, Private,3,12,,,,,,,,,,,,,,,,,,,
A0103533, MARSHALLTOWN AREA CATHOLIC SCHOOL, 10 W LINN ST, MARSHALLTOWN, IA 50158, (641) 753-7977, Î¾Î¾-Î¾Î¾MARSHALL COUNTY, Private, PK,6,,,,,,,,,,,,,,,,,,,
A0901535, MARSHALLTOWN CHRISTIAN SCHOOL, PO BOX 1514, MARSHALLTOWN, IA 50158, (641) 753-8824, Î¾Î¾-Î¾Î¾MARSHALL COUNTY, Private, PK,6,,,,,,,,,,,,,,,,,,,
191875001096, MARTENSDALE ELEMENTARY SCHOOL, BOX 350, MARTENSDALE, IA 50160, (641) 764-2621, Î¾Î¾-Î¾Î¾WARREN COUNTY COUNTY, Public, PK,6,,,,,,,,,,,,,,,,,,,
191875001097, MARTENSDALE-ST MARYS JR-SR HIGH SCHOOL, BOX 350, MARTENSDALE, IA 50160, (641) 764-2486, Î¾Î¾-Î¾Î¾WARREN COUNTY COUNTY, Public,7,12,,,,,,,,,,,,,,,,,,,
190790001951, COLLINS-MAXWELL MIDDLE/HIGH SCHOOL, 400 METCALF ST., MAXWELL, IA 50161, (515) 387-1115, Î¾Î¾-Î¾Î¾STORY COUNTY COUNTY, Public,6,12,,,,,,,,,,,,,,,,,,,
191896001122, MELCHER-DALLAS HIGH SCHOOL, BOX 158, MELCHER, IA 50163, (641) 947-3731, Î¾Î¾-Î¾Î¾MARION COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
191896001123, MELCHER-DALLAS JUNIOR HIGH SCHOOL, BOX 158, MELCHER, IA 50163, (641) 947-3731, Î¾Î¾-Î¾Î¾MARION COUNTY COUNTY, Public,7,8,,,,,,,,,,,,,,,,,,,
192685001575, SOUTHEAST WARREN PRIMARY, BOX 315, MILO, IA 50166, (641) 942-6216, Î¾Î¾-Î¾Î¾WARREN COUNTY COUNTY, Public, PK,3,,,,,,,,,,,,,,,,,,,
190000901976, COLFAX-MINGO MIDDLE SCHOOL, 307 W. MOHAWK DR, MINGO, IA 50168, (641) 363-4282, Î¾Î¾-Î¾Î¾JASPER COUNTY COUNTY, Public,6,8,,,,,,,,,,,,,,,,,,,
192682001570, MITCHELLVILLE ELEMENTARY SCHOOL, 308 ELM AVE NW, MITCHELLVILLE, IA 50169, (515) 967-4274, Î¾Î¾-Î¾Î¾POLK COUNTY COUNTY, Public, PK,5,,,,,,,,,,,,,,,,,,,
199901702063, MONROE ELEMENTARY SCHOOL, PO BOX  610, MONROE, IA 50170, (641) 259-2314, Î¾Î¾-Î¾Î¾JASPER COUNTY COUNTY, Public, PK,5,,,,,,,,,,,,,,,,,,,
199901702060, PCM HIGH SCHOOL, PO BOX  610, MONROE, IA 50170, (641) 259-2315, Î¾Î¾-Î¾Î¾JASPER COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
191959001149, MONTEZUMA ELEMENTARY SCHOOL, BOX 580, MONTEZUMA, IA 50171, (641) 623-5129, Î¾Î¾-Î¾Î¾POWESHIEK COUNTY COUNTY, Public, PK,6,,,,,,,,,,,,,,,,,,,
191959001150, MONTEZUMA HIGH SCHOOL, BOX 580, MONTEZUMA, IA 50171, (641) 623-5121, Î¾Î¾-Î¾Î¾POWESHIEK COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
191959001151, MONTEZUMA JUNIOR HIGH SCHOOL, BOX 580, MONTEZUMA, IA 50171, (641) 623-5121, Î¾Î¾-Î¾Î¾POWESHIEK COUNTY COUNTY, Public,7,8,,,,,,,,,,,,,,,,,,,
192010001180, MURRAY ELEMENTARY SCHOOL, PO BOX 187, MURRAY, IA 50174, (641) 447-2517, Î¾Î¾-Î¾Î¾CLARKE COUNTY COUNTY, Public, PK,6,,,,,,,,,,,,,,,,,,,
192010001181, MURRAY SCHOOL MURRAY JR/SR HIGH, PO BOX 187, MURRAY, IA 50174, (641) 447-2517, Î¾Î¾-Î¾Î¾CLARKE COUNTY COUNTY, Public,7,12,,,,,,,,,,,,,,,,,,,
192025001200, CENTRAL ELEMENTARY SCHOOL, 910 10TH ST, NEVADA, IA 50201, (515) 382-2383, Î¾Î¾-Î¾Î¾STORY COUNTY COUNTY, Public, PK,4,,,,,,,,,,,,,,,,,,,
192025001202, NEVADA HIGH SCHOOL, 1001 15TH ST, NEVADA, IA 50201, (515) 382-3521, Î¾Î¾-Î¾Î¾STORY COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
192025002072, NEVADA MIDDLE SCHOOL, 1035 15TH ST, NEVADA, IA 50201, (515) 382-2751, Î¾Î¾-Î¾Î¾STORY COUNTY COUNTY, Public,5,8,,,,,,,,,,,,,,,,,,,
AA890379, NEVADA SEVENTH-DAY ADVENTIST SCHOOL, 224 6TH ST, NEVADA, IA 50201, (515) 382-4932, Î¾Î¾-Î¾Î¾STORY COUNTY, Private, KG,7,,,,,,,,,,,,,,,,,,,
192085001246, NORTH MAHASKA ELEMENTARY SCHOOL, P. O. BOX 89, NEW SHARON, IA 50207, (641) 637-4041, Î¾Î¾-Î¾Î¾MAHASKA COUNTY COUNTY, Public, PK,6,,,,,,,,,,,,,,,,,,,
192085001245, NORTH MAHASKA JR-SR HIGH SCHOOL, PO BOX  89, NEW SHARON, IA 50207, (641) 637-4187, Î¾Î¾-Î¾Î¾MAHASKA COUNTY COUNTY, Public,7,12,,,,,,,,,,,,,,,,,,,
192061002127, AURORA HEIGHTS ELEMENTARY SCHOOL, 310 E 23RD ST SO, NEWTON, IA 50208, (641) 792-7324, Î¾Î¾-Î¾Î¾JASPER COUNTY COUNTY, Public,4,6,,,,,,,,,,,,,,,,,,,
192061002052, BASICS AND BEYOND ALTERNATIVE SCHOOL, 600 N 2ND AVE WEST, NEWTON, IA 50208, (641) 791-0700, Î¾Î¾-Î¾Î¾JASPER COUNTY COUNTY, Public,10,12,,,,,,,,,,,,,,,,,,,
192061002117, BERG ELEMENTARY SCHOOL, 1900 N 5TH AVE EAST, NEWTON, IA 50208, (641) 792-7742, Î¾Î¾-Î¾Î¾JASPER COUNTY COUNTY, Public, KG,3,,,,,,,,,,,,,,,,,,,
192061001221, BERG MIDDLE SCHOOL, 1900 N 5TH AVE EAST, NEWTON, IA 50208, (641) 792-7741, Î¾Î¾-Î¾Î¾JASPER COUNTY COUNTY, Public,7,8,,,,,,,,,,,,,,,,,,,
192061002131, EMERSON HOUGH ELEMENTARY SCHOOL, 700 N 4TH AVE EAST, NEWTON, IA 50208, (641) 792-3982, Î¾Î¾-Î¾Î¾JASPER COUNTY COUNTY, Public, PK,PK,,,,,,,,,,,,,,,,,,,
192061001226, NEWTON SENIOR HIGH SCHOOL, 800 E 4TH ST SO, NEWTON, IA 50208, (641) 792-5797, Î¾Î¾-Î¾Î¾JASPER COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
192061002123, THOMAS JEFFERSON ELEMENTARY SCHOOL, 103 THOMAS JEFFERSON RD, NEWTON, IA 50208, (641) 792-2498, Î¾Î¾-Î¾Î¾JASPER COUNTY COUNTY, Public, KG,3,,,,,,,,,,,,,,,,,,,
192061002119, WOODROW WILSON ELEMENTARY SCHOOL, 801 S 8TH AVE WEST, NEWTON, IA 50208, (641) 792-7311, Î¾Î¾-Î¾Î¾JASPER COUNTY COUNTY, Public,4,6,,,,,,,,,,,,,,,,,,,
459722, NEWTON CHRISTIAN SCHOOL, 1710 N 11TH AVE E, NEWTON, IA 50208, (641) 792-1924, Î¾Î¾-Î¾Î¾JASPER COUNTY, Private, KG,8,,,,,,,,,,,,,,,,,,,
192124001273, LAKEWOOD ELEMENTARY SCHOOL, 9210 HAPPY HOLLOW DR, NORWALK, IA 50211, (515) 285-2948, Î¾Î¾-Î¾Î¾WARREN COUNTY COUNTY, Public,3,5,,,,,,,,,,,,,,,,,,,
192124001274, NORWALK MIDDLE SCHOOL, 200 CHERRY STREET, NORWALK, IA 50211, (515) 981-0435, Î¾Î¾-Î¾Î¾WARREN COUNTY COUNTY, Public,6,8,,,,,,,,,,,,,,,,,,,
192124001275, NORWALK SENIOR HIGH SCHOOL, 1201 NORTH AVE, NORWALK, IA 50211, (515) 981-4201, Î¾Î¾-Î¾Î¾WARREN COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
192124001276, OVIATT ELEMENTARY SCHOOL, 713 SCHOOL AVE, NORWALK, IA 50211, (515) 981-1005, Î¾Î¾-Î¾Î¾WARREN COUNTY COUNTY, Public, PK,2,,,,,,,,,,,,,,,,,,,
192166001293, HOWE ELEMENTARY SCHOOL, PO BOX  250, OGDEN, IA 50212, (515) 275-2795, Î¾Î¾-Î¾Î¾BOONE COUNTY COUNTY, Public, PK,4,,,,,,,,,,,,,,,,,,,
192166001295, OGDEN HIGH SCHOOL, PO BOX  250, OGDEN, IA 50212, (515) 275-4034, Î¾Î¾-Î¾Î¾BOONE COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
192166001294, OGDEN MIDDLE SCHOOL, PO BOX  250, OGDEN, IA 50212, (515) 275-2912, Î¾Î¾-Î¾Î¾BOONE COUNTY COUNTY, Public,5,8,,,,,,,,,,,,,,,,,,,
190741000351, CLARKE COMMUNITY ELEMENTARY SCHOOL, 420 E JEFFERSON ST, OSCEOLA, IA 50213, (641) 342-6320, Î¾Î¾-Î¾Î¾CLARKE COUNTY COUNTY, Public, PK,6,,,,,,,,,,,,,,,,,,,
190741000349, CLARKE COMMUNITY HIGH SCHOOL, 800 N JACKSON ST, OSCEOLA, IA 50213, (641) 342-6505, Î¾Î¾-Î¾Î¾CLARKE COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
190741000704, CLARKE LEARNING CENTER, P.O. BOX 535, OSCEOLA, IA 50213, (641) 342-2804, Î¾Î¾-Î¾Î¾CLARKE COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
190741000350, CLARKE MIDDLE SCHOOL SCHOOL, 800 N JACKSON ST, OSCEOLA, IA 50213, (641) 342-4221, Î¾Î¾-Î¾Î¾CLARKE COUNTY COUNTY, Public,7,8,,,,,,,,,,,,,,,,,,,
190002501612, PANORAMA CHARTER HIGH SCHOOL, P.O. BOX 39, PANORA, IA 50216, (641) 755-2317, Î¾Î¾-Î¾Î¾GUTHRIE COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
190002500606, PANORAMA ELEMENTARY, PO BOX 819, PANORA, IA 50216, (641) 755-2021, Î¾Î¾-Î¾Î¾GUTHRIE COUNTY COUNTY, Public, PK,5,,,,,,,,,,,,,,,,,,,
190002501334, PANORAMA HIGH SCHOOL, P.O. BOX 39, PANORA, IA 50216, (641) 755-2317, Î¾Î¾-Î¾Î¾GUTHRIE COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
190002501335, PANORAMA MIDDLE SCHOOL, P.O. BOX 39, PANORA, IA 50216, (641) 755-2317, Î¾Î¾-Î¾Î¾GUTHRIE COUNTY COUNTY, Public,6,8,,,,,,,,,,,,,,,,,,,
192247000116, JEFFERSON INTERMEDIATE, 801 E 13TH ST, PELLA, IA 50219, (641) 628-8267, Î¾Î¾-Î¾Î¾MARION COUNTY COUNTY, Public,4,6,,,,,,,,,,,,,,,,,,,
192247001348, LINCOLN ELEMENTARY SCHOOL, 1102 BROADWAY, PELLA, IA 50219, (641) 628-3970, Î¾Î¾-Î¾Î¾MARION COUNTY COUNTY, Public, PK,3,,,,,,,,,,,,,,,,,,,
192247001508, MADISON ELEMENTARY SCHOOL, 950 E. UNIVERSITY ST., PELLA, IA 50219, (641) 628-4638, Î¾Î¾-Î¾Î¾MARION COUNTY COUNTY, Public, PK,4,,,,,,,,,,,,,,,,,,,
192247001350, PELLA HIGH SCHOOL, 212 E UNIVERSITY ST, PELLA, IA 50219, (641) 628-3870, Î¾Î¾-Î¾Î¾MARION COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
192247001351, PELLA MIDDLE SCHOOL, 613 E 13TH, PELLA, IA 50219, (641) 628-4784, Î¾Î¾-Î¾Î¾MARION COUNTY COUNTY, Public,7,8,,,,,,,,,,,,,,,,,,,
459686, PELLA CHRISTIAN GRADE SCHOOL, 216 LIBERTY ST, PELLA, IA 50219, (641) 628-2414, Î¾Î¾-Î¾Î¾MARION COUNTY, Private, PK,8,,,,,,,,,,,,,,,,,,,
459697, PELLA CHRISTIAN HIGH SCHOOL, 300 EAGLE LN, PELLA, IA 50219, (641) 628-4440, Î¾Î¾-Î¾Î¾MARION COUNTY, Private,9,12,,,,,,,,,,,,,,,,,,,
459711, PEORIA CHRISTIAN SCHOOL, 110 PEORIA WEST ST, PELLA, IA 50219, (641) 625-4131, Î¾Î¾-Î¾Î¾MARION COUNTY, Private, KG,8,,,,,,,,,,,,,,,,,,,
192253000051, PERRY ELEMENTARY, 1600 8TH STREET, PERRY, IA 50220, (515) 465-5656, Î¾Î¾-Î¾Î¾DALLAS COUNTY COUNTY, Public, PK,5,,,,,,,,,,,,,,,,,,,
192253001355, PERRY HIGH SCHOOL, 1200 18TH STREET, PERRY, IA 50220, (515) 465-3503, Î¾Î¾-Î¾Î¾DALLAS COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
