420606005217, CLARION AREA EL SCH, 800 BOUNDARY ST, CLARION, PA 16214, (814) 226-8118, ξξ-ξξCLARION COUNTY COUNTY, Public, PK,6,,,
421149006096, HARBOR CREEK SENIOR HS, 6375 BUFFALO RD, HARBORCREEK, PA 16421, (814) 897-2100, ξξ-ξξERIE COUNTY COUNTY, Public,9,12,,,
BB101388, HARBORCREEK YOUTH SERVICES, 5712 IROQUOIS AVE, HARBORCREEK, PA 16421, (814) 899-7664, ξξ-ξξERIE COUNTY, Private, Ungraded,Ungraded,,,
421074002042, ELK VALLEY EL SCH, 2556 MAPLE AVE, LAKE CITY, PA 16423, (814) 774-5602, ξξ-ξξERIE COUNTY COUNTY, Public, PK,4,,,
420659007127, ALICE SCHAFER EL SCH, 220 W SCHOOL DR, LINESVILLE, PA 16424, (814) 683-5755, ξξ-ξξCRAWFORD COUNTY COUNTY, Public, KG,6,,,
420659001644, LINESVILLE HS, 302 W SCHOOL DR, LINESVILLE, PA 16424, (814) 683-5551, ξξ-ξξCRAWFORD COUNTY COUNTY, Public,7,12,,,
421065002039, MCKEAN EL SCH, 5120 WEST RD, MC KEAN, PA 16426, (814) 273-1033, ξξ-ξξERIE COUNTY COUNTY, Public, KG,4,,,
420999005226, MILL VILLAGE EL SCH, 2757 EAST CENTER STREET, MILL VILLAGE, PA 16427, (814) 796-2060, ξξ-ξξERIE COUNTY COUNTY, Public, KG,5,,,
421716004946, EARLE C DAVIS PRIMARY, 50 E DIVISION ST, NORTH EAST, PA 16428, (814) 725-8671, ξξ-ξξERIE COUNTY COUNTY, Public, KG,2,,,
421716006145, NORTH EAST HS, 1901 FREEPORT RD, NORTH EAST, PA 16428, (814) 725-8671, ξξ-ξξERIE COUNTY COUNTY, Public,9,12,,,
421716006144, NORTH EAST INTRMD EL, 50 E DIVISION STREET, NORTH EAST, PA 16428, (814) 725-8671, ξξ-ξξERIE COUNTY COUNTY, Public,3,5,,,
421716000043, NORTH EAST MS, 1903 FREEPORT RD, NORTH EAST, PA 16428, (814) 725-8671, ξξ-ξξERIE COUNTY COUNTY, Public,6,8,,,
A9503500, CREEKSIDE CHRISTIAN SCHOOL, 43 S LAKE ST, NORTH EAST, PA 16428, (814) 725-2407, ξξ-ξξERIE COUNTY, Private, PK,8,,,
1190291, ST GREGORY SCHOOL, 140 W MAIN ST, NORTH EAST, PA 16428, (814) 725-4571, ξξ-ξξERIE COUNTY, Private, PK,8,,,
421874009957, SAEGERTOWN EL SCH, 18741 STATE HIGHWAY 198, SAEGERTOWN, PA 16433, (814) 763-2314, ξξ-ξξCRAWFORD COUNTY COUNTY, Public, PK,6,,,
421874006136, SAEGERTOWN JSHS, 18079 MOOK ROAD, SAEGERTOWN, PA 16433, (814) 763-2615, ξξ-ξξCRAWFORD COUNTY COUNTY, Public,7,12,,,
A9300807, FRENCH CREEK VALLEY CHRISTIAN, 420 NORTH ST, SAEGERTOWN, PA 16433, (814) 763-3282, ξξ-ξξCRAWFORD COUNTY, Private, KG,12,,,
420686006141, SPARTA EL SCH, WATER STREET BOX 158, SPARTANSBURG, PA 16434, (814) 654-7812, ξξ-ξξCRAWFORD COUNTY COUNTY, Public, KG,6,,,
A9503473, CHASE RD SCHOOL, 43085 CHASE RD, SPARTANSBURG, PA 16434, (814) 654-2455, ξξ-ξξCRAWFORD COUNTY, Private,1,8,,,
422409006795, UNION CITY EL SCH, 91 MILES STREET, UNION CITY, PA 16438, (814) 438-7611, ξξ-ξξERIE COUNTY COUNTY, Public, KG,5,,,
422409002075, UNION CITY HS, 105 CONCORD STREET, UNION CITY, PA 16438, (814) 438-7673, ξξ-ξξERIE COUNTY COUNTY, Public,9,12,,,
422409009966, UNION CITY MS, 105 CONCORD STREET, UNION CITY, PA 16438, (814) 438-7673, ξξ-ξξERIE COUNTY COUNTY, Public,6,8,,,
420999005328, FORT LEBOEUF MS, 865 CHERRY ST, WATERFORD, PA 16441, (814) 796-2681, ξξ-ξξERIE COUNTY COUNTY, Public,6,8,,,
420999002037, FORT LEBOEUF SHS, 931 N HIGH ST, WATERFORD, PA 16441, (814) 796-2616, ξξ-ξξERIE COUNTY COUNTY, Public,9,12,,,
420999002035, WATERFORD EL SCH, 323 CHERRY STREET, WATERFORD, PA 16441, (814) 796-4833, ξξ-ξξERIE COUNTY COUNTY, Public, KG,5,,,
A9903781, OPEN DOOR CHRISTIAN ACADEMY, 11238 ROUTE 8, WATTSBURG, PA 16442, (814) 739-2171, ξξ-ξξERIE COUNTY, Private,4,12,,,
420011500738, PERSEUS HOUSE CS OF EXCELLENCE, 1511 PEACH STREET, ERIE, PA 16501, (814) 480-5900, ξξ-ξξERIE COUNTY COUNTY, Public,7,12,,,
A0108773, ABRAXAS LEARNING CENTER, 915 STATE ST, ERIE, PA 16501, (814) 456-7225, ξξ-ξξERIE COUNTY, Private,8,12,,,
1190564, CATHEDRAL CENTER SCHOOL, 160 W 11TH ST, ERIE, PA 16501, (814) 452-4276, ξξ-ξξERIE COUNTY, Private, PK,8,,,
1190189, CATHEDRAL PREPARATORY SCHOOL, 225 W 9TH ST, ERIE, PA 16501, (814) 453-7737, ξξ-ξξERIE COUNTY, Private,9,12,,,
1196023, LUTHER MEMORIAL LEARNING CENTER, 220 W 11TH ST, ERIE, PA 16501, (814) 454-0106, ξξ-ξξERIE COUNTY, Private, KG,8,,,
420930002022, EMERSON-GRIDLEY EL SCH, 816 PARK AVE N, ERIE, PA 16502, (814) 874-6450, ξξ-ξξERIE COUNTY COUNTY, Public, KG,6,,,
420930002010, IRVING EL SCH, 2310 PLUM ST, ERIE, PA 16502, (814) 874-6770, ξξ-ξξERIE COUNTY COUNTY, Public, KG,6,,,
420930002024, ROOSEVELT MS, 2501 PLUM STREET, ERIE, PA 16502, (814) 874-6800, ξξ-ξξERIE COUNTY COUNTY, Public,7,8,,,
420930002027, STRONG VINCENT HS, 1330 W 8TH ST, ERIE, PA 16502, (814) 874-6500, ξξ-ξξERIE COUNTY COUNTY, Public,9,12,,,
1190553, BLESSED SACRAMENT SCHOOL, 2510 GREENGARDEN RD, ERIE, PA 16502, (814) 455-1387, ξξ-ξξERIE COUNTY, Private, PK,8,,,
420930002026, EAST SHS, 1001 ATKINS ST, ERIE, PA 16503, (814) 874-6400, ξξ-ξξERIE COUNTY COUNTY, Public,9,12,,,
420930007142, MCKINLEY EL SCH, 933 E 22ND ST, ERIE, PA 16503, (814) 874-6870, ξξ-ξξERIE COUNTY COUNTY, Public, KG,5,,,
420930007035, PFEIFFER-BURLEIGH EL SCH, 235 E 11TH ST, ERIE, PA 16503, (814) 874-6750, ξξ-ξξERIE COUNTY COUNTY, Public, KG,8,,,
420930006959, WAYNE MS, 650 EAST AVE, ERIE, PA 16503, (814) 874-6700, ξξ-ξξERIE COUNTY COUNTY, Public, KG,8,,,
1190575, HOLY FAMILY SCHOOL, 1153 E 9TH ST, ERIE, PA 16503, (814) 452-4720, ξξ-ξξERIE COUNTY, Private, PK,8,,,
420930002011, JEFFERSON EL SCH, 230 EAST 38TH ST, ERIE, PA 16504, (814) 874-6650, ξξ-ξξERIE COUNTY COUNTY, Public, KG,8,,,
420930002013, LINCOLN EL SCH, 831 E 31ST ST, ERIE, PA 16504, (814) 874-6685, ξξ-ξξERIE COUNTY COUNTY, Public, KG,5,,,
420930000940, P E A C E SCH OF EXCELLENCE, 718 EAST 28TH STREET, ERIE, PA 16504, (814) 874-6600, ξξ-ξξERIE COUNTY COUNTY, Public, KG,8,,,
420930002025, WILSON MS, 718 E 28TH ST, ERIE, PA 16504, (814) 874-6600, ξξ-ξξERIE COUNTY COUNTY, Public,6,8,,,
1190611, MERCYHURST PREPARATORY SCHOOL, 538 E GRANDVIEW BLVD, ERIE, PA 16504, (814) 824-2210, ξξ-ξξERIE COUNTY, Private,9,12,,,
1190713, ST JOHN-HOLY ROSARY EASTSIDE CATHOLIC SCHOOL, 504 E 27TH ST, ERIE, PA 16504, (814) 452-6874, ξξ-ξξERIE COUNTY, Private, PK,8,,,
1190495, ST LUKE SCHOOL, 425 E 38TH ST, ERIE, PA 16504, (814) 825-7105, ξξ-ξξERIE COUNTY, Private, PK,8,,,
420930002009, HARDING EL SCH, 820 LINCOLN AVE, ERIE, PA 16505, (814) 874-6550, ξξ-ξξERIE COUNTY COUNTY, Public, KG,8,,,
421533002059, TRACY EL SCH, 2624 W 6TH ST, ERIE, PA 16505, (814) 835-5800, ξξ-ξξERIE COUNTY COUNTY, Public, KG,5,,,
421533002060, VERNONDALE EL SCH, 1432 WILKINS RD, ERIE, PA 16505, (814) 835-5493, ξξ-ξξERIE COUNTY COUNTY, Public, KG,5,,,
421533002062, WESTLAKE MS, 4330 W LAKE RD, ERIE, PA 16505, (814) 835-5750, ξξ-ξξERIE COUNTY COUNTY, Public,6,8,,,
1198188, ERIE DAY SCHOOL, 1372 W 6TH ST, ERIE, PA 16505, (814) 452-4273, ξξ-ξξERIE COUNTY, Private, PK,8,,,
1190655, OUR LADYS CHRISTIAN SCHOOL, 606 LOWELL AVE, ERIE, PA 16505, (814) 838-7676, ξξ-ξξERIE COUNTY, Private, PK,8,,,
1190418, VILLA MARIA ACADEMY, 2403 W 8TH ST, ERIE, PA 16505, (814) 838-2061, ξξ-ξξERIE COUNTY, Private,9,12,,,
1190178, VILLA MARIA ELEMENTARY SCHOOL, 2551 W 8TH ST, ERIE, PA 16505, (814) 838-5451, ξξ-ξξERIE COUNTY, Private, PK,8,,,
421533005329, GRANDVIEW EL SCH, 4301 LANCASTER RD, ERIE, PA 16506, (814) 836-6300, ξξ-ξξERIE COUNTY COUNTY, Public, KG,5,,,
421533007320, MCDOWELL HS, 3580 WEST 38TH ST, ERIE, PA 16506, (814) 835-5402, ξξ-ξξERIE COUNTY COUNTY, Public,9,12,,,
421533006782, MILLCREEK LEARNING CENTER, 3814 ASBURY ROAD, ERIE, PA 16506, (814) 836-6888, ξξ-ξξERIE COUNTY COUNTY, Public, KG,12,,,
420012400818, MONTESSORI REGIONAL CS, 2910 STERRETTANIA RD, ERIE, PA 16506, (814) 833-7771, ξξ-ξξERIE COUNTY COUNTY, Public, KG,6,,,
421533000207, NORTH COAST SCHOOL, 3814 ASBURY RD, ERIE, PA 16506, (814) 836-6888, ξξ-ξξERIE COUNTY COUNTY, Public, UG,UG,,,
421533002058, RIDGEFIELD EL SCH, 3227 HIGHLAND RD, ERIE, PA 16506, (814) 835-5395, ξξ-ξξERIE COUNTY COUNTY, Public, KG,5,,,
1198009, COMMUNITY COUNTRY DAY SCHOOL, 5800 OLD ZUCK RD, ERIE, PA 16506, (814) 833-7933, ξξ-ξξERIE COUNTY, Private,1,12,,,
1190644, OUR LADY OF PEACE ELEMENTARY SCHOOL, 2401 W 38TH ST, ERIE, PA 16506, (814) 838-3548, ξξ-ξξERIE COUNTY, Private, PK,8,,,
K9304817, SOUTH HILLS CHILD DEVELOPMENT CENTER, 3808 CAUGHEY RD, ERIE, PA 16506, (814) 838-7114, ξξ-ξξERIE COUNTY, Private, PK,KG,,,
420002000342, ROBERT BENJAMIN WILEY COMMUNITY CS, 1446 EAST LAKE RD, ERIE, PA 16507, (814) 461-9600, ξξ-ξξERIE COUNTY COUNTY, Public, PK,12,,,
1196205, DR GERTRUDE A BARBER NATIONAL INSTITUTE, 100 BARBER PL, ERIE, PA 16507, (814) 878-4052, ξξ-ξξERIE COUNTY, Private, PK,PK,,,
BB101389, ELIZABETH BLACK SCHOOL, 136 EAST AVE, ERIE, PA 16507, (814) 453-7661, ξξ-ξξERIE COUNTY, Private, PK,PK,,,
420930000016, CENTRAL HS, 3325 CHERRY ST, ERIE, PA 16508, (814) 874-6200, ξξ-ξξERIE COUNTY COUNTY, Public,9,12,,,
420930002001, CLEVELAND EL SCH, 1540 W 38TH ST, ERIE, PA 16508, (814) 874-6670, ξξ-ξξERIE COUNTY COUNTY, Public, KG,8,,,
420930002007, GLENWOOD EL SCH, 3503 PEACH ST, ERIE, PA 16508, (814) 874-6570, ξξ-ξξERIE COUNTY COUNTY, Public, KG,6,,,
420930000273, NORTHWEST PA COLLEGIATE ACADEMY, 2825 STATE ST, ERIE, PA 16508, (814) 874-6300, ξξ-ξξERIE COUNTY COUNTY, Public,9,12,,,
420930002018, PERRY EL SCH, 955 W 29TH ST, ERIE, PA 16508, (814) 874-6485, ξξ-ξξERIE COUNTY COUNTY, Public, KG,8,,,
1199614, BETHEL CHRISTIAN SCHOOL, 1781 W 38TH ST, ERIE, PA 16508, (814) 868-2365, ξξ-ξξERIE COUNTY, Private, KG,12,,,
420930000871, AEP/TRANSITION SCH, 3325 CHERRY STREET, ERIE, PA 16509, (814) 874-6200, ξξ-ξξERIE COUNTY COUNTY, Public,9,12,,,
421533002054, BELLE VALLEY EL SCH, 5300 HENDERSON RD, ERIE, PA 16509, (814) 835-5600, ξξ-ξξERIE COUNTY COUNTY, Public, KG,5,,,
421533004724, CHESTNUT HILL EL SCH, 1001 W 54TH ST, ERIE, PA 16509, (814) 835-5577, ξξ-ξξERIE COUNTY COUNTY, Public, KG,5,,,
428021007064, ERIE COUNTY TECHNICAL SCHOOL, 8500 OLIVER ROAD, ERIE, PA 16509, (814) 464-8600, ξξ-ξξERIE COUNTY COUNTY, Public,10,12,,,
421533004954, JAMES S WILSON MS, 901 W 54 ST, ERIE, PA 16509, (814) 835-5500, ξξ-ξξERIE COUNTY COUNTY, Public,6,8,,,
420999002036, ROBISON EL SCH, 1651 ROBISON ROAD WEST, ERIE, PA 16509, (814) 868-5565, ξξ-ξξERIE COUNTY COUNTY, Public, KG,5,,,
422508006148, SENECA HS, 10770 WATTSBURG RD, ERIE, PA 16509, (814) 824-3400, ξξ-ξξERIE COUNTY COUNTY, Public,9,12,,,
422508000274, WATTSBURG AREA EL CTR, 10780 WATTSBURG RD, ERIE, PA 16509, (814) 824-3400, ξξ-ξξERIE COUNTY COUNTY, Public, KG,4,,,
422508006654, WATTSBURG AREA MS, 10774 WATTSBURG RD, ERIE, PA 16509, (814) 824-3400, ξξ-ξξERIE COUNTY COUNTY, Public,5,8,,,
A9503525, ERIE FIRST CHRISTIAN ACADEMY, 8150 OLIVER RD, ERIE, PA 16509, (814) 866-6979, ξξ-ξξERIE COUNTY, Private, KG,12,,,
1197617, LAKE ERIE SEVENTH-DAY ADVENTIST SCHOOL, 190 HUNTER WILLIS RD, ERIE, PA 16509, (814) 824-6169, ξξ-ξξERIE COUNTY, Private,4,8,,,
K9304820, MONTESSORI IN THE WOODS, 1390 TOWNHALL RD W, ERIE, PA 16509, (814) 866-3760, ξξ-ξξERIE COUNTY, Private, PK,8,,,
1190699, ST BONIFACE ELEMENTARY SCHOOL, 9363 WATTSBURG RD, ERIE, PA 16509, (814) 825-4238, ξξ-ξξERIE COUNTY, Private, PK,8,,,
A0903196, ST GEORGE SCHOOL, 1612 BRYANT ST, ERIE, PA 16509, (814) 864-4821, ξξ-ξξERIE COUNTY, Private, PK,8,,,
420930002000, BURTON EL SCH, 1661 BUFFALO RD, ERIE, PA 16510, (814) 874-6850, ξξ-ξξERIE COUNTY COUNTY, Public, KG,5,,,
421149002047, CLARK EL SCH, 3650 DEPOT RD, ERIE, PA 16510, (814) 897-2100, ξξ-ξξERIE COUNTY COUNTY, Public, KG,6,,,
420930002021, CONNELL EL SCH, 1820 E 38TH ST, ERIE, PA 16510, (814) 874-6785, ξξ-ξξERIE COUNTY COUNTY, Public, KG,8,,,
420930002003, DIEHL EL SCH, 2327 FAIRMOUNT PKWY, ERIE, PA 16510, (814) 874-6585, ξξ-ξξERIE COUNTY COUNTY, Public, KG,8,,,
421149005227, ROLLING RIDGE EL SCH, 3700 RIDGE PKWY, ERIE, PA 16510, (814) 897-2100, ξξ-ξξERIE COUNTY COUNTY, Public, KG,6,,,
1190633, OUR LADY OF MOUNT CARMEL SCHOOL, 1531 E GRANDVIEW BLVD, ERIE, PA 16510, (814) 825-2822, ξξ-ξξERIE COUNTY, Private, PK,8,,,
1190702, ST JAMES ELEMENTARY, 2602 BUFFALO RD, ERIE, PA 16510, (814) 899-3429, ξξ-ξξERIE COUNTY, Private, PK,8,,,
420930002004, EDISON EL SCH, 1921 E LAKE RD, ERIE, PA 16511, (814) 874-6470, ξξ-ξξERIE COUNTY COUNTY, Public, KG,5,,,
421221002052, IROQUOIS EL SCH, 4231 MORSE ST, ERIE, PA 16511, (814) 899-7643, ξξ-ξξERIE COUNTY COUNTY, Public, PK,6,,,
421221004817, IROQUOIS JSHS, 4301 MAIN STREET, ERIE, PA 16511, (814) 899-7643, ξξ-ξξERIE COUNTY COUNTY, Public,7,12,,,
421149002046, KLEIN EL SCH, 5325 E LAKE RD, ERIE, PA 16511, (814) 897-2100, ξξ-ξξERIE COUNTY COUNTY, Public, KG,6,,,
A0502980, GANNONDALE RESIDENTIAL CENTER FOR GIRLS, 4635 E LAKE RD, ERIE, PA 16511, (814) 899-7659, ξξ-ξξERIE COUNTY, Private, Ungraded,Ungraded,,,
420234000908, IRVING EL SCH, 110 CHERRY AVE, ALTOONA, PA 16601, (814) 946-8392, ξξ-ξξBLAIR COUNTY COUNTY, Public, KG,6,,,
420234000895, JUNIATA EL SCH, 418 N 8TH AVE JUNIATA, ALTOONA, PA 16601, (814) 946-8394, ξξ-ξξBLAIR COUNTY COUNTY, Public, KG,6,,,
420234000930, JUNIATA GAP EL SCH, RR 4 JUNIATA GAP RD, ALTOONA, PA 16601, (814) 946-8401, ξξ-ξξBLAIR COUNTY COUNTY, Public, KG,6,,,
420234007254, MOWRIE A EBNER EL SCH, 910 POLAND AVE, ALTOONA, PA 16601, (814) 946-8400, ξξ-ξξBLAIR COUNTY COUNTY, Public, KG,6,,,
420234005302, WRIGHT EL SCH, 1800 11TH ST, ALTOONA, PA 16601, (814) 946-8407, ξξ-ξξBLAIR COUNTY COUNTY, Public, KG,6,,,
K9304825, TENDER LOVE FOR CHILDREN CHILD CARE, 1401 12TH AVE 1ST LUTHERAN CH, ALTOONA, PA 16601, (814) 942-3816, ξξ-ξξBLAIR COUNTY, Private, PK,KG,,,
420234000913, ALTOONA AREA HS, 1415 6TH AVE, ALTOONA, PA 16602, (814) 946-8273, ξξ-ξξBLAIR COUNTY COUNTY, Public,7,12,,,
420234006850, ALTOONA AREA JR HS, 1400 7TH AVE, ALTOONA, PA 16602, (814) 381-7500, ξξ-ξξBLAIR COUNTY COUNTY, Public,7,9,,,
420234000891, BAKER EL SCH, 108 W WARD AVE, ALTOONA, PA 16602, (814) 946-8388, ξξ-ξξBLAIR COUNTY COUNTY, Public, KG,6,,,
420009500655, CENTRAL PA DIGITAL LRNG FOUNDATION CS, 1500 4TH AVENUE, ALTOONA, PA 16602, (814) 940-6989, ξξ-ξξBLAIR COUNTY COUNTY, Public, KG,12,,,
428008007049, GREATER ALTOONA CTC, 1500 4TH AVENUE, ALTOONA, PA 16602, (814) 946-8450, ξξ-ξξBLAIR COUNTY COUNTY, Public,10,12,,,
420234000152, KIMMEL ALTERNATIVE SCHOOL, 900 S JAGGARD STREET, ALTOONA, PA 16602, (814) 946-8246, ξξ-ξξBLAIR COUNTY COUNTY, Public,7,12,,,
420234000933, LOGAN EL SCH, 301 SYCAMORE STREET GREENWOOD, ALTOONA, PA 16602, (814) 946-8370, ξξ-ξξBLAIR COUNTY COUNTY, Public, KG,6,,,
420234000909, PENN-LINCOLN EL SCH, 411 12TH ST, ALTOONA, PA 16602, (814) 946-8396, ξξ-ξξBLAIR COUNTY COUNTY, Public, KG,6,,,
420234000902, PLEASANT VALLEY EL SCH, 310 CAYUGA AVENUE, ALTOONA, PA 16602, (814) 946-8397, ξξ-ξξBLAIR COUNTY COUNTY, Public, KG,6,,,
420234006708, WASHINGTON-JEFFERSON EL SCH, 420 1ST AVENUE, ALTOONA, PA 16602, (814) 946-8403, ξξ-ξξBLAIR COUNTY COUNTY, Public, KG,6,,,
1190043, ALTOONA CENTRAL CATHOLIC SCHOOL, 1400 4TH AVE, ALTOONA, PA 16602, (814) 944-1250, ξξ-ξξBLAIR COUNTY, Private, PK,8,,,
1190054, BISHOP GUILFOYLE HIGH SCHOOL, 2400 PLEASANT VALLEY BLVD, ALTOONA, PA 16602, (814) 944-4014, ξξ-ξξBLAIR COUNTY, Private,9,12,,,
1198235, FAITH TABERNACLE SCHOOL, 439 5TH AVE, ALTOONA, PA 16602, (814) 942-4412, ξξ-ξξBLAIR COUNTY, Private,1,12,,,
A0108879, GREAT COMMISSION SCHOOLS, 1100 6TH AVE, ALTOONA, PA 16602, (814) 942-9710, ξξ-ξξBLAIR COUNTY, Private, PK,12,,,
K9500459, HARBOR HOUSE CENTER EARLY ACADEMICS, 113 BYRON AVE, ALTOONA, PA 16602, (814) 942-6419, ξξ-ξξBLAIR COUNTY, Private, PK,KG,,,
A0903102, NORTHWESTERN HUMAN SERVICES AUTISM SCHOOL, 1012 8TH AVE, ALTOONA, PA 16602, (814) 944-3733, ξξ-ξξBLAIR COUNTY, Private, KG,12,,,
1190065, ST JOHN THE EVANGELIST SCHOOL, 311 LOTZ AVE, ALTOONA, PA 16602, (814) 943-4966, ξξ-ξξBLAIR COUNTY, Private, PK,8,,,
1190032, ST ROSE OF LIMA SCHOOL, 5519 6TH AVE, ALTOONA, PA 16602, (814) 942-7835, ξξ-ξξBLAIR COUNTY, Private, PK,8,,,
421263005230, JUNIATA VALLEY EL SCH, 7855 JUNIATA VALLEY PIKE, ALEXANDRIA, PA 16611, (814) 669-4422, ξξ-ξξHUNTINGDON COUNTY COUNTY, Public, KG,6,,,
421263002308, JUNIATA VALLEY JSHS, 7775 JUNIATA VALLEY PIKE, ALEXANDRIA, PA 16611, (814) 669-4401, ξξ-ξξHUNTINGDON COUNTY COUNTY, Public,7,12,,,
420330007170, BELLWOOD ANTIS MS, 400 MARTIN STREET, BELLWOOD, PA 16617, (814) 742-2273, ξξ-ξξBLAIR COUNTY COUNTY, Public,5,8,,,
420330000917, BELLWOOD-ANTIS HS, 400 MARTIN STREET, BELLWOOD, PA 16617, (814) 742-2274, ξξ-ξξBLAIR COUNTY COUNTY, Public,9,12,,,
420330000914, LEWIS M MYERS EL SCH, 220 MARTIN STREET, BELLWOOD, PA 16617, (814) 742-2272, ξξ-ξξBLAIR COUNTY COUNTY, Public, KG,4,,,
422232002311, TROUGH CREEK VALLEY EL SCH, 18546 COOKS ROAD, CASSVILLE, PA 16623, (814) 448-3255, ξξ-ξξHUNTINGDON COUNTY COUNTY, Public, KG,5,,,
420612000066, CLAYSBURG-KIMMEL EL SCH, 240 CK ELEMENTARY DRIVE, CLAYSBURG, PA 16625, (814) 239-5144, ξξ-ξξBLAIR COUNTY COUNTY, Public, KG,6,,,
420612000921, CLAYSBURG-KIMMEL HS, 531 BEDFORD ST, CLAYSBURG, PA 16625, (814) 239-5141, ξξ-ξξBLAIR COUNTY COUNTY, Public,7,12,,,
420002200348, CRESSON SECURE TREATMENT UNIT, PO BOX 269, CRESSON, PA 16630, (814) 886-6903, ξξ-ξξCAMBRIA COUNTY COUNTY, Public,9,12,,,
421377001213, PENN CAMBRIA HS, 401 LINDEN AVE, CRESSON, PA 16630, (814) 886-8188, ξξ-ξξCAMBRIA COUNTY COUNTY, Public,9,12,,,
421377006202, PENN CAMBRIA PRE-PRIMARY, 205 6TH ST, CRESSON, PA 16630, (814) 886-8166, ξξ-ξξCAMBRIA COUNTY COUNTY, Public, PK,KG,,,
1189956, ALL SAINTS CATHOLIC SCHOOL, 220 POWELL AVE, CRESSON, PA 16630, (814) 886-7942, ξξ-ξξCAMBRIA COUNTY, Private, PK,8,,,
422397000748, DEFIANCE GR SCH, 124 HITCHENS RD, DEFIANCE, PA 16633, (814) 928-4611, ξξ-ξξBEDFORD COUNTY COUNTY, Public, PK,6,,,
421194000888, ALLEGHENY EL SCH #1, 1160 MUNICIPAL DR, DUNCANSVILLE, PA 16635, (814) 695-3561, ξξ-ξξBLAIR COUNTY COUNTY, Public,1,6,,,
421194000088, FOOT OF TEN EL SCH, 450 FOOT OF TEN RD, DUNCANSVILLE, PA 16635, (814) 695-1941, ξξ-ξξBLAIR COUNTY COUNTY, Public, KG,6,,,
1906283, BLAIR COUNTY CHRISTIAN SCHOOL, PO BOX 840, DUNCANSVILLE, PA 16635, (814) 696-3702, ξξ-ξξBLAIR COUNTY, Private, PK,12,,,
421083006952, GLENDALE EL SCH, 1500 BEAVER VALLEY RD, FLINTON, PA 16640, (814) 687-4263, ξξ-ξξCAMBRIA COUNTY COUNTY, Public, KG,6,,,
421083005219, GLENDALE JSHS, 1466 BEAVER VALLEY RD, FLINTON, PA 16640, (814) 687-4261, ξξ-ξξCAMBRIA COUNTY COUNTY, Public,7,12,,,
421377006990, PENN CAMBRIA MS, 401 DIVISION ST, GALLITZIN, PA 16641, (814) 886-4181, ξξ-ξξCAMBRIA COUNTY COUNTY, Public,5,8,,,
421194007121, CHARLES W LONGER EL SCH, 1320 UNION ST, HOLLIDAYSBURG, PA 16648, (814) 695-4431, ξξ-ξξBLAIR COUNTY COUNTY, Public, KG,6,,,
421194006195, FRANKSTOWN EL SCH, 2463 RESERVOIR RD, HOLLIDAYSBURG, PA 16648, (814) 695-4961, ξξ-ξξBLAIR COUNTY COUNTY, Public, KG,6,,,
421194000927, HOLLIDAYSBURG AREA JHS, 1000 HEWIT ST, HOLLIDAYSBURG, PA 16648, (814) 695-4426, ξξ-ξξBLAIR COUNTY COUNTY, Public,7,9,,,
